rm SN2012ht_w2_sum.img
rm SN2012ht_w2_h5.img
rm SN2012ht_w2_full.img
rm SN2012ht_w2_all.img
rm SN2012ht_w2_goodaspcor.img
fappend  00032662029/uvot/image/sw00032662029uw2_sk.img+1 SN2012ht_w2_goodaspcor.img
fappend  00032662029/uvot/image/sw00032662029uw2_sk.img+2 SN2012ht_w2_goodaspcor.img
fappend  00032662030/uvot/image/sw00032662030uw2_sk.img+1 SN2012ht_w2_goodaspcor.img
fappend  00032662030/uvot/image/sw00032662030uw2_sk.img+2 SN2012ht_w2_goodaspcor.img
fappend  00032662031/uvot/image/sw00032662031uw2_sk.img+1 SN2012ht_w2_goodaspcor.img
fappend  00032662031/uvot/image/sw00032662031uw2_sk.img+2 SN2012ht_w2_goodaspcor.img
fappend  00032662032/uvot/image/sw00032662032uw2_sk.img+1 SN2012ht_w2_goodaspcor.img
fappend  00032662032/uvot/image/sw00032662032uw2_sk.img+2 SN2012ht_w2_goodaspcor.img
fappend  00032662032/uvot/image/sw00032662032uw2_sk.img+3 SN2012ht_w2_goodaspcor.img
fappend  00032662033/uvot/image/sw00032662033uw2_sk.img+1 SN2012ht_w2_goodaspcor.img
fappend  00032662033/uvot/image/sw00032662033uw2_sk.img+2 SN2012ht_w2_goodaspcor.img
fappend  00032662034/uvot/image/sw00032662034uw2_sk.img+1 SN2012ht_w2_goodaspcor.img
fappend  00032662034/uvot/image/sw00032662034uw2_sk.img+2 SN2012ht_w2_goodaspcor.img
fappend  00085541001/uvot/image/sw00085541001uw2_sk.img+1 SN2012ht_w2_goodaspcor.img
fappend  00085541002/uvot/image/sw00085541002uw2_sk.img+1 SN2012ht_w2_goodaspcor.img
fappend  00085541003/uvot/image/sw00085541003uw2_sk.img+1 SN2012ht_w2_goodaspcor.img
fappend  00085541004/uvot/image/sw00085541004uw2_sk.img+1 SN2012ht_w2_goodaspcor.img
fappend  00085541005/uvot/image/sw00085541005uw2_sk.img+1 SN2012ht_w2_goodaspcor.img
fappend  00085541005/uvot/image/sw00085541005uw2_sk.img+2 SN2012ht_w2_goodaspcor.img
fappend  00085541005/uvot/image/sw00085541005uw2_sk.img+3 SN2012ht_w2_goodaspcor.img
uvotimsum SN2012ht_w2_goodaspcor.img  outfile=SN2012ht_w2_goodsum.img exclude=none clobber=yes
rm SN2012ht_w2_goodaspcor.img
rm SN2012ht_m2_sum.img
rm SN2012ht_m2_h5.img
rm SN2012ht_m2_full.img
rm SN2012ht_m2_all.img
rm SN2012ht_m2_goodaspcor.img
fextract 00032662003/uvot/image/sw00032662003um2_sk_sum.img SN2012ht_m2_sum.img
fappend 00032662003/uvot/image/sw00032662003um2_sk_sum.img SN2012ht_m2_sum.img
fappend 00032662005/uvot/image/sw00032662005um2_sk_sum.img SN2012ht_m2_sum.img
fappend 00032662008/uvot/image/sw00032662008um2_sk_sum.img SN2012ht_m2_sum.img
fappend 00032662011/uvot/image/sw00032662011um2_sk_sum.img SN2012ht_m2_sum.img
fappend 00032662012/uvot/image/sw00032662012um2_sk_sum.img SN2012ht_m2_sum.img
fappend 00032662013/uvot/image/sw00032662013um2_sk_sum.img SN2012ht_m2_sum.img
fappend 00032662014/uvot/image/sw00032662014um2_sk_sum.img SN2012ht_m2_sum.img
fappend 00032662017/uvot/image/sw00032662017um2_sk_sum.img SN2012ht_m2_sum.img
fappend 00032662019/uvot/image/sw00032662019um2_sk_sum.img SN2012ht_m2_sum.img
fappend 00032662020/uvot/image/sw00032662020um2_sk_sum.img SN2012ht_m2_sum.img
fappend 00032662021/uvot/image/sw00032662021um2_sk_sum.img SN2012ht_m2_sum.img
fappend 00032662022/uvot/image/sw00032662022um2_sk_sum.img SN2012ht_m2_sum.img
fappend 00032662023/uvot/image/sw00032662023um2_sk_sum.img SN2012ht_m2_sum.img
fappend 00032662024/uvot/image/sw00032662024um2_sk_sum.img SN2012ht_m2_sum.img
fappend 00032662025/uvot/image/sw00032662025um2_sk_sum.img SN2012ht_m2_sum.img
fappend 00032662026/uvot/image/sw00032662026um2_sk_sum.img SN2012ht_m2_sum.img
fappend 00032662027/uvot/image/sw00032662027um2_sk_sum.img SN2012ht_m2_sum.img
fappend 00032662028/uvot/image/sw00032662028um2_sk_sum.img SN2012ht_m2_sum.img
fappend 00032662029/uvot/image/sw00032662029um2_sk_sum.img SN2012ht_m2_sum.img
fappend 00032662030/uvot/image/sw00032662030um2_sk_sum.img SN2012ht_m2_sum.img
fappend 00032662031/uvot/image/sw00032662031um2_sk_sum.img SN2012ht_m2_sum.img
fappend 00032662032/uvot/image/sw00032662032um2_sk_sum.img SN2012ht_m2_sum.img
fappend 00032662033/uvot/image/sw00032662033um2_sk_sum.img SN2012ht_m2_sum.img
fappend 00032662034/uvot/image/sw00032662034um2_sk_sum.img SN2012ht_m2_sum.img
fappend 00085541001/uvot/image/sw00085541001um2_sk_sum.img SN2012ht_m2_sum.img
fappend 00085541002/uvot/image/sw00085541002um2_sk_sum.img SN2012ht_m2_sum.img
fappend 00085541003/uvot/image/sw00085541003um2_sk_sum.img SN2012ht_m2_sum.img
fappend 00085541004/uvot/image/sw00085541004um2_sk_sum.img SN2012ht_m2_sum.img
fextract 00032662003/uvot/image/sw00032662003um2_sk.img+1 SN2012ht_m2_full.img
fappend  00032662005/uvot/image/sw00032662005um2_sk.img+1 SN2012ht_m2_full.img
fappend  00032662005/uvot/image/sw00032662005um2_sk.img+2 SN2012ht_m2_full.img
fappend  00032662005/uvot/image/sw00032662005um2_sk.img+3 SN2012ht_m2_full.img
fappend  00032662005/uvot/image/sw00032662005um2_sk.img+4 SN2012ht_m2_full.img
fappend  00032662005/uvot/image/sw00032662005um2_sk.img+5 SN2012ht_m2_full.img
fappend  00032662008/uvot/image/sw00032662008um2_sk.img+1 SN2012ht_m2_full.img
fappend  00032662008/uvot/image/sw00032662008um2_sk.img+2 SN2012ht_m2_full.img
fappend  00032662011/uvot/image/sw00032662011um2_sk.img+1 SN2012ht_m2_full.img
fappend  00032662011/uvot/image/sw00032662011um2_sk.img+2 SN2012ht_m2_full.img
fappend  00032662012/uvot/image/sw00032662012um2_sk.img+1 SN2012ht_m2_full.img
fappend  00032662012/uvot/image/sw00032662012um2_sk.img+2 SN2012ht_m2_full.img
fappend  00032662012/uvot/image/sw00032662012um2_sk.img+3 SN2012ht_m2_full.img
fappend  00032662013/uvot/image/sw00032662013um2_sk.img+1 SN2012ht_m2_full.img
fappend  00032662014/uvot/image/sw00032662014um2_sk.img+1 SN2012ht_m2_full.img
fappend  00032662014/uvot/image/sw00032662014um2_sk.img+2 SN2012ht_m2_full.img
fappend  00032662017/uvot/image/sw00032662017um2_sk.img+1 SN2012ht_m2_full.img
fappend  00032662017/uvot/image/sw00032662017um2_sk.img+2 SN2012ht_m2_full.img
fappend  00032662017/uvot/image/sw00032662017um2_sk.img+3 SN2012ht_m2_full.img
fappend  00032662017/uvot/image/sw00032662017um2_sk.img+4 SN2012ht_m2_full.img
fappend  00032662019/uvot/image/sw00032662019um2_sk.img+1 SN2012ht_m2_full.img
fappend  00032662019/uvot/image/sw00032662019um2_sk.img+2 SN2012ht_m2_full.img
fappend  00032662020/uvot/image/sw00032662020um2_sk.img+1 SN2012ht_m2_full.img
fappend  00032662020/uvot/image/sw00032662020um2_sk.img+2 SN2012ht_m2_full.img
fappend  00032662020/uvot/image/sw00032662020um2_sk.img+3 SN2012ht_m2_full.img
fappend  00032662021/uvot/image/sw00032662021um2_sk.img+1 SN2012ht_m2_full.img
fappend  00032662021/uvot/image/sw00032662021um2_sk.img+2 SN2012ht_m2_full.img
fappend  00032662022/uvot/image/sw00032662022um2_sk.img+1 SN2012ht_m2_full.img
fappend  00032662022/uvot/image/sw00032662022um2_sk.img+2 SN2012ht_m2_full.img
fappend  00032662022/uvot/image/sw00032662022um2_sk.img+3 SN2012ht_m2_full.img
fappend  00032662023/uvot/image/sw00032662023um2_sk.img+1 SN2012ht_m2_full.img
fappend  00032662023/uvot/image/sw00032662023um2_sk.img+2 SN2012ht_m2_full.img
fappend  00032662024/uvot/image/sw00032662024um2_sk.img+1 SN2012ht_m2_full.img
fappend  00032662024/uvot/image/sw00032662024um2_sk.img+2 SN2012ht_m2_full.img
fappend  00032662024/uvot/image/sw00032662024um2_sk.img+3 SN2012ht_m2_full.img
fappend  00032662025/uvot/image/sw00032662025um2_sk.img+1 SN2012ht_m2_full.img
fappend  00032662026/uvot/image/sw00032662026um2_sk.img+1 SN2012ht_m2_full.img
fappend  00032662026/uvot/image/sw00032662026um2_sk.img+2 SN2012ht_m2_full.img
fappend  00032662027/uvot/image/sw00032662027um2_sk.img+1 SN2012ht_m2_full.img
fappend  00032662027/uvot/image/sw00032662027um2_sk.img+2 SN2012ht_m2_full.img
fappend  00032662028/uvot/image/sw00032662028um2_sk.img+1 SN2012ht_m2_full.img
fappend  00032662029/uvot/image/sw00032662029um2_sk.img+1 SN2012ht_m2_full.img
fappend  00032662029/uvot/image/sw00032662029um2_sk.img+2 SN2012ht_m2_full.img
fappend  00032662030/uvot/image/sw00032662030um2_sk.img+1 SN2012ht_m2_full.img
fappend  00032662030/uvot/image/sw00032662030um2_sk.img+2 SN2012ht_m2_full.img
fappend  00032662031/uvot/image/sw00032662031um2_sk.img+1 SN2012ht_m2_full.img
fappend  00032662031/uvot/image/sw00032662031um2_sk.img+2 SN2012ht_m2_full.img
fappend  00032662032/uvot/image/sw00032662032um2_sk.img+1 SN2012ht_m2_full.img
fappend  00032662033/uvot/image/sw00032662033um2_sk.img+1 SN2012ht_m2_full.img
fappend  00032662034/uvot/image/sw00032662034um2_sk.img+1 SN2012ht_m2_full.img
fappend  00032662034/uvot/image/sw00032662034um2_sk.img+2 SN2012ht_m2_full.img
fappend  00085541001/uvot/image/sw00085541001um2_sk.img+1 SN2012ht_m2_full.img
fappend  00085541002/uvot/image/sw00085541002um2_sk.img+1 SN2012ht_m2_full.img
fappend  00085541003/uvot/image/sw00085541003um2_sk.img+1 SN2012ht_m2_full.img
fappend  00085541004/uvot/image/sw00085541004um2_sk.img+1 SN2012ht_m2_full.img
fappend  00085541005/uvot/image/sw00085541005um2_sk.img+1 SN2012ht_m2_full.img
fappend  00085541005/uvot/image/sw00085541005um2_sk.img+2 SN2012ht_m2_full.img
fappend  00085541005/uvot/image/sw00085541005um2_sk.img+3 SN2012ht_m2_full.img
fextract 00032662003/uvot/image/sw00032662003um2_sk.img+1 SN2012ht_m2_all.img
fappend  00032662005/uvot/image/sw00032662005um2_sk.img+1 SN2012ht_m2_all.img
fappend  00032662005/uvot/image/sw00032662005um2_sk.img+2 SN2012ht_m2_all.img
fappend  00032662005/uvot/image/sw00032662005um2_sk.img+3 SN2012ht_m2_all.img
fappend  00032662005/uvot/image/sw00032662005um2_sk.img+4 SN2012ht_m2_all.img
fappend  00032662005/uvot/image/sw00032662005um2_sk.img+5 SN2012ht_m2_all.img
fappend  00032662008/uvot/image/sw00032662008um2_sk.img+1 SN2012ht_m2_all.img
fappend  00032662008/uvot/image/sw00032662008um2_sk.img+2 SN2012ht_m2_all.img
fappend  00032662011/uvot/image/sw00032662011um2_sk.img+1 SN2012ht_m2_all.img
fappend  00032662011/uvot/image/sw00032662011um2_sk.img+2 SN2012ht_m2_all.img
fappend  00032662012/uvot/image/sw00032662012um2_sk.img+1 SN2012ht_m2_all.img
fappend  00032662012/uvot/image/sw00032662012um2_sk.img+2 SN2012ht_m2_all.img
fappend  00032662012/uvot/image/sw00032662012um2_sk.img+3 SN2012ht_m2_all.img
fappend  00032662013/uvot/image/sw00032662013um2_sk.img+1 SN2012ht_m2_all.img
fappend  00032662014/uvot/image/sw00032662014um2_sk.img+1 SN2012ht_m2_all.img
fappend  00032662014/uvot/image/sw00032662014um2_sk.img+2 SN2012ht_m2_all.img
fappend  00032662017/uvot/image/sw00032662017um2_sk.img+1 SN2012ht_m2_all.img
fappend  00032662017/uvot/image/sw00032662017um2_sk.img+2 SN2012ht_m2_all.img
fappend  00032662017/uvot/image/sw00032662017um2_sk.img+3 SN2012ht_m2_all.img
fappend  00032662017/uvot/image/sw00032662017um2_sk.img+4 SN2012ht_m2_all.img
fappend  00032662019/uvot/image/sw00032662019um2_sk.img+1 SN2012ht_m2_all.img
fappend  00032662019/uvot/image/sw00032662019um2_sk.img+2 SN2012ht_m2_all.img
fappend  00032662020/uvot/image/sw00032662020um2_sk.img+1 SN2012ht_m2_all.img
fappend  00032662020/uvot/image/sw00032662020um2_sk.img+2 SN2012ht_m2_all.img
fappend  00032662020/uvot/image/sw00032662020um2_sk.img+3 SN2012ht_m2_all.img
fappend  00032662021/uvot/image/sw00032662021um2_sk.img+1 SN2012ht_m2_all.img
fappend  00032662021/uvot/image/sw00032662021um2_sk.img+2 SN2012ht_m2_all.img
fappend  00032662022/uvot/image/sw00032662022um2_sk.img+1 SN2012ht_m2_all.img
fappend  00032662022/uvot/image/sw00032662022um2_sk.img+2 SN2012ht_m2_all.img
fappend  00032662022/uvot/image/sw00032662022um2_sk.img+3 SN2012ht_m2_all.img
fappend  00032662023/uvot/image/sw00032662023um2_sk.img+1 SN2012ht_m2_all.img
fappend  00032662023/uvot/image/sw00032662023um2_sk.img+2 SN2012ht_m2_all.img
fappend  00032662024/uvot/image/sw00032662024um2_sk.img+1 SN2012ht_m2_all.img
fappend  00032662024/uvot/image/sw00032662024um2_sk.img+2 SN2012ht_m2_all.img
fappend  00032662024/uvot/image/sw00032662024um2_sk.img+3 SN2012ht_m2_all.img
fappend  00032662025/uvot/image/sw00032662025um2_sk.img+1 SN2012ht_m2_all.img
fappend  00032662026/uvot/image/sw00032662026um2_sk.img+1 SN2012ht_m2_all.img
fappend  00032662026/uvot/image/sw00032662026um2_sk.img+2 SN2012ht_m2_all.img
fappend  00032662027/uvot/image/sw00032662027um2_sk.img+1 SN2012ht_m2_all.img
fappend  00032662027/uvot/image/sw00032662027um2_sk.img+2 SN2012ht_m2_all.img
fappend  00032662028/uvot/image/sw00032662028um2_sk.img+1 SN2012ht_m2_all.img
fappend  00032662029/uvot/image/sw00032662029um2_sk.img+1 SN2012ht_m2_all.img
fappend  00032662029/uvot/image/sw00032662029um2_sk.img+2 SN2012ht_m2_all.img
fappend  00032662030/uvot/image/sw00032662030um2_sk.img+1 SN2012ht_m2_all.img
fappend  00032662030/uvot/image/sw00032662030um2_sk.img+2 SN2012ht_m2_all.img
fappend  00032662031/uvot/image/sw00032662031um2_sk.img+1 SN2012ht_m2_all.img
fappend  00032662031/uvot/image/sw00032662031um2_sk.img+2 SN2012ht_m2_all.img
fappend  00032662032/uvot/image/sw00032662032um2_sk.img+1 SN2012ht_m2_all.img
fappend  00032662033/uvot/image/sw00032662033um2_sk.img+1 SN2012ht_m2_all.img
fappend  00032662034/uvot/image/sw00032662034um2_sk.img+1 SN2012ht_m2_all.img
fappend  00032662034/uvot/image/sw00032662034um2_sk.img+2 SN2012ht_m2_all.img
fappend  00085541001/uvot/image/sw00085541001um2_sk.img+1 SN2012ht_m2_all.img
fappend  00085541002/uvot/image/sw00085541002um2_sk.img+1 SN2012ht_m2_all.img
fappend  00085541003/uvot/image/sw00085541003um2_sk.img+1 SN2012ht_m2_all.img
fappend  00085541004/uvot/image/sw00085541004um2_sk.img+1 SN2012ht_m2_all.img
fappend  00085541005/uvot/image/sw00085541005um2_sk.img+1 SN2012ht_m2_all.img
fappend  00085541005/uvot/image/sw00085541005um2_sk.img+2 SN2012ht_m2_all.img
fappend  00085541005/uvot/image/sw00085541005um2_sk.img+3 SN2012ht_m2_all.img
fextract 00032662005/uvot/image/sw00032662005um2_sk.img+1 SN2012ht_m2_goodaspcor.img
fappend  00032662005/uvot/image/sw00032662005um2_sk.img+2 SN2012ht_m2_goodaspcor.img
fappend  00032662005/uvot/image/sw00032662005um2_sk.img+3 SN2012ht_m2_goodaspcor.img
fappend  00032662005/uvot/image/sw00032662005um2_sk.img+4 SN2012ht_m2_goodaspcor.img
fappend  00032662005/uvot/image/sw00032662005um2_sk.img+5 SN2012ht_m2_goodaspcor.img
fappend  00032662008/uvot/image/sw00032662008um2_sk.img+1 SN2012ht_m2_goodaspcor.img
fappend  00032662008/uvot/image/sw00032662008um2_sk.img+2 SN2012ht_m2_goodaspcor.img
fappend  00032662011/uvot/image/sw00032662011um2_sk.img+1 SN2012ht_m2_goodaspcor.img
fappend  00032662011/uvot/image/sw00032662011um2_sk.img+2 SN2012ht_m2_goodaspcor.img
fappend  00032662012/uvot/image/sw00032662012um2_sk.img+1 SN2012ht_m2_goodaspcor.img
fappend  00032662012/uvot/image/sw00032662012um2_sk.img+2 SN2012ht_m2_goodaspcor.img
fappend  00032662012/uvot/image/sw00032662012um2_sk.img+3 SN2012ht_m2_goodaspcor.img
fappend  00032662013/uvot/image/sw00032662013um2_sk.img+1 SN2012ht_m2_goodaspcor.img
fappend  00032662014/uvot/image/sw00032662014um2_sk.img+1 SN2012ht_m2_goodaspcor.img
fappend  00032662014/uvot/image/sw00032662014um2_sk.img+2 SN2012ht_m2_goodaspcor.img
fappend  00032662017/uvot/image/sw00032662017um2_sk.img+1 SN2012ht_m2_goodaspcor.img
fappend  00032662017/uvot/image/sw00032662017um2_sk.img+2 SN2012ht_m2_goodaspcor.img
fappend  00032662017/uvot/image/sw00032662017um2_sk.img+3 SN2012ht_m2_goodaspcor.img
fappend  00032662017/uvot/image/sw00032662017um2_sk.img+4 SN2012ht_m2_goodaspcor.img
fappend  00032662019/uvot/image/sw00032662019um2_sk.img+1 SN2012ht_m2_goodaspcor.img
fappend  00032662019/uvot/image/sw00032662019um2_sk.img+2 SN2012ht_m2_goodaspcor.img
fappend  00032662020/uvot/image/sw00032662020um2_sk.img+1 SN2012ht_m2_goodaspcor.img
fappend  00032662020/uvot/image/sw00032662020um2_sk.img+2 SN2012ht_m2_goodaspcor.img
fappend  00032662020/uvot/image/sw00032662020um2_sk.img+3 SN2012ht_m2_goodaspcor.img
fappend  00032662021/uvot/image/sw00032662021um2_sk.img+1 SN2012ht_m2_goodaspcor.img
fappend  00032662021/uvot/image/sw00032662021um2_sk.img+2 SN2012ht_m2_goodaspcor.img
fappend  00032662022/uvot/image/sw00032662022um2_sk.img+1 SN2012ht_m2_goodaspcor.img
fappend  00032662022/uvot/image/sw00032662022um2_sk.img+2 SN2012ht_m2_goodaspcor.img
fappend  00032662022/uvot/image/sw00032662022um2_sk.img+3 SN2012ht_m2_goodaspcor.img
fappend  00032662023/uvot/image/sw00032662023um2_sk.img+1 SN2012ht_m2_goodaspcor.img
fappend  00032662023/uvot/image/sw00032662023um2_sk.img+2 SN2012ht_m2_goodaspcor.img
fappend  00032662024/uvot/image/sw00032662024um2_sk.img+1 SN2012ht_m2_goodaspcor.img
fappend  00032662024/uvot/image/sw00032662024um2_sk.img+2 SN2012ht_m2_goodaspcor.img
fappend  00032662024/uvot/image/sw00032662024um2_sk.img+3 SN2012ht_m2_goodaspcor.img
fappend  00032662025/uvot/image/sw00032662025um2_sk.img+1 SN2012ht_m2_goodaspcor.img
fappend  00032662026/uvot/image/sw00032662026um2_sk.img+1 SN2012ht_m2_goodaspcor.img
fappend  00032662026/uvot/image/sw00032662026um2_sk.img+2 SN2012ht_m2_goodaspcor.img
fappend  00032662027/uvot/image/sw00032662027um2_sk.img+1 SN2012ht_m2_goodaspcor.img
fappend  00032662027/uvot/image/sw00032662027um2_sk.img+2 SN2012ht_m2_goodaspcor.img
fappend  00032662028/uvot/image/sw00032662028um2_sk.img+1 SN2012ht_m2_goodaspcor.img
fappend  00032662029/uvot/image/sw00032662029um2_sk.img+1 SN2012ht_m2_goodaspcor.img
fappend  00032662029/uvot/image/sw00032662029um2_sk.img+2 SN2012ht_m2_goodaspcor.img
fappend  00032662030/uvot/image/sw00032662030um2_sk.img+1 SN2012ht_m2_goodaspcor.img
fappend  00032662030/uvot/image/sw00032662030um2_sk.img+2 SN2012ht_m2_goodaspcor.img
fappend  00032662031/uvot/image/sw00032662031um2_sk.img+1 SN2012ht_m2_goodaspcor.img
fappend  00032662031/uvot/image/sw00032662031um2_sk.img+2 SN2012ht_m2_goodaspcor.img
fappend  00032662032/uvot/image/sw00032662032um2_sk.img+1 SN2012ht_m2_goodaspcor.img
fappend  00032662033/uvot/image/sw00032662033um2_sk.img+1 SN2012ht_m2_goodaspcor.img
fappend  00032662034/uvot/image/sw00032662034um2_sk.img+1 SN2012ht_m2_goodaspcor.img
fappend  00032662034/uvot/image/sw00032662034um2_sk.img+2 SN2012ht_m2_goodaspcor.img
fappend  00085541001/uvot/image/sw00085541001um2_sk.img+1 SN2012ht_m2_goodaspcor.img
fappend  00085541002/uvot/image/sw00085541002um2_sk.img+1 SN2012ht_m2_goodaspcor.img
fappend  00085541003/uvot/image/sw00085541003um2_sk.img+1 SN2012ht_m2_goodaspcor.img
fappend  00085541004/uvot/image/sw00085541004um2_sk.img+1 SN2012ht_m2_goodaspcor.img
fappend  00085541005/uvot/image/sw00085541005um2_sk.img+1 SN2012ht_m2_goodaspcor.img
fappend  00085541005/uvot/image/sw00085541005um2_sk.img+2 SN2012ht_m2_goodaspcor.img
fappend  00085541005/uvot/image/sw00085541005um2_sk.img+3 SN2012ht_m2_goodaspcor.img
uvotimsum SN2012ht_m2_goodaspcor.img  outfile=SN2012ht_m2_goodsum.img exclude=none clobber=yes
rm SN2012ht_m2_goodaspcor.img
rm SN2012ht_w1_sum.img
rm SN2012ht_w1_h5.img
rm SN2012ht_w1_full.img
rm SN2012ht_w1_all.img
rm SN2012ht_w1_goodaspcor.img
fextract 00032662001/uvot/image/sw00032662001uw1_sk_sum.img SN2012ht_w1_sum.img
fappend 00032662001/uvot/image/sw00032662001uw1_sk_sum.img SN2012ht_w1_sum.img
fappend 00032662002/uvot/image/sw00032662002uw1_sk_sum.img SN2012ht_w1_sum.img
fappend 00032662003/uvot/image/sw00032662003uw1_sk_sum.img SN2012ht_w1_sum.img
fappend 00032662005/uvot/image/sw00032662005uw1_sk_sum.img SN2012ht_w1_sum.img
fappend 00032662008/uvot/image/sw00032662008uw1_sk_sum.img SN2012ht_w1_sum.img
fappend 00032662009/uvot/image/sw00032662009uw1_sk_sum.img SN2012ht_w1_sum.img
fappend 00032662011/uvot/image/sw00032662011uw1_sk_sum.img SN2012ht_w1_sum.img
fappend 00032662012/uvot/image/sw00032662012uw1_sk_sum.img SN2012ht_w1_sum.img
fappend 00032662013/uvot/image/sw00032662013uw1_sk_sum.img SN2012ht_w1_sum.img
fappend 00032662014/uvot/image/sw00032662014uw1_sk_sum.img SN2012ht_w1_sum.img
fappend 00032662017/uvot/image/sw00032662017uw1_sk_sum.img SN2012ht_w1_sum.img
fappend 00032662019/uvot/image/sw00032662019uw1_sk_sum.img SN2012ht_w1_sum.img
fappend 00032662020/uvot/image/sw00032662020uw1_sk_sum.img SN2012ht_w1_sum.img
fappend 00032662021/uvot/image/sw00032662021uw1_sk_sum.img SN2012ht_w1_sum.img
fappend 00032662022/uvot/image/sw00032662022uw1_sk_sum.img SN2012ht_w1_sum.img
fappend 00032662023/uvot/image/sw00032662023uw1_sk_sum.img SN2012ht_w1_sum.img
fappend 00032662024/uvot/image/sw00032662024uw1_sk_sum.img SN2012ht_w1_sum.img
fappend 00032662025/uvot/image/sw00032662025uw1_sk_sum.img SN2012ht_w1_sum.img
fappend 00032662026/uvot/image/sw00032662026uw1_sk_sum.img SN2012ht_w1_sum.img
fappend 00032662027/uvot/image/sw00032662027uw1_sk_sum.img SN2012ht_w1_sum.img
fappend 00032662028/uvot/image/sw00032662028uw1_sk_sum.img SN2012ht_w1_sum.img
fappend 00032662029/uvot/image/sw00032662029uw1_sk_sum.img SN2012ht_w1_sum.img
fappend 00032662030/uvot/image/sw00032662030uw1_sk_sum.img SN2012ht_w1_sum.img
fappend 00032662031/uvot/image/sw00032662031uw1_sk_sum.img SN2012ht_w1_sum.img
fappend 00032662032/uvot/image/sw00032662032uw1_sk_sum.img SN2012ht_w1_sum.img
fappend 00032662033/uvot/image/sw00032662033uw1_sk_sum.img SN2012ht_w1_sum.img
fappend 00032662034/uvot/image/sw00032662034uw1_sk_sum.img SN2012ht_w1_sum.img
fappend 00085541001/uvot/image/sw00085541001uw1_sk_sum.img SN2012ht_w1_sum.img
fappend 00085541002/uvot/image/sw00085541002uw1_sk_sum.img SN2012ht_w1_sum.img
fappend 00085541003/uvot/image/sw00085541003uw1_sk_sum.img SN2012ht_w1_sum.img
fappend 00085541004/uvot/image/sw00085541004uw1_sk_sum.img SN2012ht_w1_sum.img
fextract 00032662001/uvot/image/sw00032662001uw1_sk.img+1 SN2012ht_w1_full.img
fappend  00032662001/uvot/image/sw00032662001uw1_sk.img+2 SN2012ht_w1_full.img
fappend  00032662001/uvot/image/sw00032662001uw1_sk.img+3 SN2012ht_w1_full.img
fappend  00032662002/uvot/image/sw00032662002uw1_sk.img+1 SN2012ht_w1_full.img
fappend  00032662003/uvot/image/sw00032662003uw1_sk.img+1 SN2012ht_w1_full.img
fappend  00032662003/uvot/image/sw00032662003uw1_sk.img+2 SN2012ht_w1_full.img
fappend  00032662003/uvot/image/sw00032662003uw1_sk.img+3 SN2012ht_w1_full.img
fappend  00032662003/uvot/image/sw00032662003uw1_sk.img+4 SN2012ht_w1_full.img
fappend  00032662003/uvot/image/sw00032662003uw1_sk.img+5 SN2012ht_w1_full.img
fappend  00032662003/uvot/image/sw00032662003uw1_sk.img+6 SN2012ht_w1_full.img
fappend  00032662003/uvot/image/sw00032662003uw1_sk.img+7 SN2012ht_w1_full.img
fappend  00032662003/uvot/image/sw00032662003uw1_sk.img+8 SN2012ht_w1_full.img
fappend  00032662003/uvot/image/sw00032662003uw1_sk.img+9 SN2012ht_w1_full.img
fappend  00032662003/uvot/image/sw00032662003uw1_sk.img+10 SN2012ht_w1_full.img
fappend  00032662003/uvot/image/sw00032662003uw1_sk.img+11 SN2012ht_w1_full.img
fappend  00032662005/uvot/image/sw00032662005uw1_sk.img+1 SN2012ht_w1_full.img
fappend  00032662005/uvot/image/sw00032662005uw1_sk.img+2 SN2012ht_w1_full.img
fappend  00032662005/uvot/image/sw00032662005uw1_sk.img+3 SN2012ht_w1_full.img
fappend  00032662005/uvot/image/sw00032662005uw1_sk.img+4 SN2012ht_w1_full.img
fappend  00032662005/uvot/image/sw00032662005uw1_sk.img+5 SN2012ht_w1_full.img
fappend  00032662008/uvot/image/sw00032662008uw1_sk.img+1 SN2012ht_w1_full.img
fappend  00032662008/uvot/image/sw00032662008uw1_sk.img+2 SN2012ht_w1_full.img
fappend  00032662009/uvot/image/sw00032662009uw1_sk.img+1 SN2012ht_w1_full.img
fappend  00032662011/uvot/image/sw00032662011uw1_sk.img+1 SN2012ht_w1_full.img
fappend  00032662011/uvot/image/sw00032662011uw1_sk.img+2 SN2012ht_w1_full.img
fappend  00032662012/uvot/image/sw00032662012uw1_sk.img+1 SN2012ht_w1_full.img
fappend  00032662012/uvot/image/sw00032662012uw1_sk.img+2 SN2012ht_w1_full.img
fappend  00032662012/uvot/image/sw00032662012uw1_sk.img+3 SN2012ht_w1_full.img
fappend  00032662013/uvot/image/sw00032662013uw1_sk.img+1 SN2012ht_w1_full.img
fappend  00032662013/uvot/image/sw00032662013uw1_sk.img+2 SN2012ht_w1_full.img
fappend  00032662014/uvot/image/sw00032662014uw1_sk.img+1 SN2012ht_w1_full.img
fappend  00032662014/uvot/image/sw00032662014uw1_sk.img+2 SN2012ht_w1_full.img
fappend  00032662017/uvot/image/sw00032662017uw1_sk.img+1 SN2012ht_w1_full.img
fappend  00032662017/uvot/image/sw00032662017uw1_sk.img+2 SN2012ht_w1_full.img
fappend  00032662017/uvot/image/sw00032662017uw1_sk.img+3 SN2012ht_w1_full.img
