,HostName,PSN,type,redshifts, ,Nobs,targetids,SNra,SNdec,template status,max_ks,filters_used,notes,other_SNe,ra,dec,gallat,gallong,Avschaflly,morphology,reference,host_velocity,host_vel_err,host_vel_corr,host_vel_corr_err, , ,ref, , ,ref, , ,ref, , ,ref, , , ,
SN2018cow,CGCG137-068, ,SN?TDE?,0.014145, ,103, ,16:16:00.22, +22:16:04.83, ,9, , , ,16h16m00.580s ,+22d16m08.30s,38.678978,43.591596,0.238, ,2007SDSS6.C...0000:,4241,39,4842,46, , , , , , , , , , , , , , , ,test
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018bsz, , ,SLSN-I, , ,23, ,16:09:39.20,-32:03:45.22, ,3.9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018bta, , , , , ,7, ,16:57:58.75,-62:43:53.70, ,1.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018bgv, , , , , ,14, ,11:02:30.29,+55:35:55.79, ,3.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018avk, , , , , ,2, ,13:11:27.75,+65:38:17.16, ,1.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018atq, , , , , , , ,11:47:04.12,+19:33:02.80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018aoz,NGC3923, ,Ia,0.005801,DLT18q,4+, ,11:51:01.83,-28:44:38.63, ,3,all6, , ,11h51m01.694s,-28d48m21.66s,287.2755041,32.2225472,0.222,E4-5,Kaldare_etal_2003,1739,9,1641,29, , , ,31.64,0.14,2013AJ....146...86T, , , , , , , , , ,test
ASASSN-18gq, , , ,0.001818, ,12, ,13:45:03.481,-41:52:23.48, ,3.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
ASASSN-18ge, , ,Ib,0.01814, ,2, ,14:33:19.93,+41:16:03.36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
# end of volume-limited sample, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
ASASSN-18en, , ,Ia,0.013763, , , ,14:03:39.06,-33:58:42.60, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
ASASSN-18da, , ,Ia,0.02, , , ,03:29:16.63,-23:58:42.82, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
ASASSN-18bt, , ,Ia,0.010981, , , ,9:06:40,+19:20:17.77, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
ASASSN-18ap, , ,II,0.037503, ,18, ,1:46:42,+32:30:27.18, ,2.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
ASASSN-18an, , ,Ia,0.017906, , , ,9:58:06,+10:21:33.84, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018zd, , ,IIn,0.002979, ,31, ,06:18:03.18,+78:22:00.90,"needs w1, b, v",3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018yu, , ,Ia,0.008112, , , ,05:22:32.36,-11:29:13.87, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018xx, , ,Ia,0.00999, , , ,12:53:48.25,-39:41:49.09, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018pv, , ,Ia,0.003102, , , ,11:52:55.70,+36:59:11.60, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
2018pc, , ,Ia,0.009, , , ,9:28:55,+49:14:17.30, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
2018kp, , ,Ia,0.010142, , , ,10:46:33,+13:44:31.00, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018is, , ,II,0.005811, ,?, ,13:16:57.35,-16:37:04.43, ,2.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
2018gv, , ,Ia,0.005274, , , ,8:05:35,-11:26:16, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018gj, , ,IIb,0.004543, ,?, ,16:32:02.40,+78:12:41.13, ,2.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018bi, , ,Ia,0.01668, , , ,02:19:53.28,+29:02:02.70, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018afm, , ,II?,0.016291, ,?, ,07:59:25.03,+16:25:35.40, ,4.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017lf, , ,Ia,0.01464, , , ,03:12:33.60,+39:19:15.30, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017jmk, , ,II,0.00947, ,?, ,23:14:45.16,+04:31:50.36, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017jl, , ,Ia,0.016331, , , ,00:57:31.90,+30:11:06.83, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017jd, , ,Ia,0.007368, , , ,23:34:36.47,-04:32:04.32, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
2017jmk, , ,II,0.00947, ,?, ,23:14:45,+04:31:50.36, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
ASASSN-17ri, , ,Ia,0.019417, , , ,0:47:56,+22:22:26.26, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017jbj, , ,CC,0.013492, ,2, ,00:48:05.42,-02:47:22.40, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
2017jav, , ,Ia,0.01517, , , ,7:02:56,+62:46:21.00, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
2018is, , ,II,0.005811, ,6, ,13:16:57,-16:37:04, ,2.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
2017izu, , ,Ia,0.016915, , , ,13:58:26,-34:30:58, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
2018gj, , ,IIb,0.004543, ,?, ,16:32:02,+78:12:41.13, ,2.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
2017iyb, , ,Ia,0.010108, , , ,6:08:57,-27:47:45, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
2018bi, , ,Ia,0.01668, , , ,2:19:53,+29:02:02.70, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
ASASSN-17qz, , ,Ia,0.017, , , ,8:13:31,+71:25:45.12, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
ASASSN-17qg, , ,Ia,0.01933, , , ,11:10:45,+04:50:51.11, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
ASASSN-17pk, , ,Ia,0.013493, , , ,12:12:27,+29:08:57.28, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
2017jbj, , ,CCSN,0.013492, ,2, ,0:48:05,-2:47:22, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
2017ivu, , ,IIP,0.006528, ,?, ,15:36:33,+16:36:19.40, ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
ASASSN-17pg, , ,Ia,0.005624, , , ,11:42:50,+77:22:12.94, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
2017hpa, , ,Ia,0.015654, , , ,4:39:51,+07:03:54.90, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
2017hoq, , ,Ia,0.02, , , ,5:19:20,-17:36:42, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
2017hjy, , ,Ia,0.007, , , ,2:36:03,+43:28:19.51, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
ASASSN-17ng, , ,Ia,0.016151, , , ,21:48:20,-34:57:11, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
2017hjw, , ,Ia,0.016161, , , ,5:08:44,+70:28:32.28, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
2017hle, , ,Ia-91bg,0.015701, ,?, ,1:07:33,+32:24:30.00, ,5.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017hbj, , ,II,0.017422, ,?, ,04:31:07.68,-63:19:11.10, ,2.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
ASASSN-17mz, , ,Ia,0.0161, , , ,23:56:22,+32:27:24.14, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
2017hou, , ,Ia,0.016738, , , ,4:09:02,-1:09:36, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017gxq, , ,Ia,0.008406, , , ,13:05:24.01,+56:19:27.05, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
2017gup, , ,Ia,0.0235, , , ,3:29:34,+10:58:23.20, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
ASASSN-17mh, , ,Ia,0.015427, , , ,5:03:13,-22:49:59, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
2016ezh, , ,II,0.08, ,?, ,1:58:05,-0:52:22, ,4.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
J132501?, , ,Unk,0.004, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
#ASASSN-17lz declined,NGC6018, ,Ia,0.017,declined, , ,15:57:29.70,+15:52:21.94, ,skip, , , ,15h57m29.7739s,15d52m21.432s,28.146883,45.546837,0.108,(R)SAB(s)0+:,1998AJ....115....6B,5218,25,5850,37, , , , , , , , , , , , , , , ,test
ASASSN-17mh,ESO-486-G019, ,Ia,0.015, , , ,5:03:13,-22:59:49, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
2017gry,ESO155-G036, ,II,0.019, ,?, ,03:28:07.94	,-56:34:41.99, ,3.9, , , ,3h28m07.56s,-56d34m35.6016s,270.524438,-49.519051,0.069,S0(r?),2012ApJS..199...26H,5797,20,5863,32, , , , , , , , , , , , , , , ,test
SN2017gpn,NGC1343, ,IIb,0.007,MASTEROTJ033744.97+723159.0,?, ,03:37:45.26,+72:31:58.70, ,2.8, , , ,3h37m49.6999s,72d34m16.7988s,134.738808,13.633215,0.915,SAB(s)b: pec,1991RC3.9.C...0000d,2215,7,2415,17, , , , , , , , , , , , , , , ,test
2017glq,IC208, ,Ia,0.012, ,3, ,02:08:28.00,+06:23:16.60, ,2, , , ,2h08m27.7399s,6d23m41.7012s,154.813055,-51.64497,0.147,SAbc,2006PrivC.U..D....W,3524,29,3401,32, , , , , , , , , , , , , , , ,test
SN2017glx,NGC6824, ,Ia-91T,0.011, ,3, ,19:43:40.29,+56:06:36.30, ,2, , , ,19h43m40.6999s,56d06m34.0992s,88.630563,15.448571,0.334,SA(s)b:,1992ApJS...83...29S,3386,30,3707,35, , , , , , , , , , , , , , , ,test
SN2017gjn,NGC1067, ,Ia,0.015, ,4, ,02:43:48.41	,+32:31:33.70	, ,3, , , ,2h43m50.52s,32d30m42.8004s,148.8451,-24.642639,0.482,SAB(s)c,1991RC3.9.C...0000d,4533,7,4423,19, , , , , , , , , , , , , , , ,test
SN2017gkk,NGC2748, ,IIb,0.004923, ,?, ,09:13:44.74	,+76:28:44.10	, ,2.3, , , ,9h13m43.02s,76d28m31.1988s,136.254906,34.361457,0.071,SAbc HII,1996A&amp;AS..116...15K;,1476,2,1833,16, , , , , , , , , , , , , , , ,test
#SN2017ghu declined?, , ,unk,0.018,declined, , ,05:36:31.68,+16:38:32.60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017ghs,ESO317-32, ,Unk,0.018, ,5, ,10:28:02.18,-42:06:20.70, ,2, , , ,10h28m01.6301s,-42d06m38.5992s,276.418612,13.260206,0.363,(R')SAB:(r)b,1992ApJS...81..413M,5440,10,5966,54, , , , , , , , , , , , , , , ,test
SN2017gci,anon, ,SLSN-I,0.09, ,5?, ,06:46:45.03 ,-27:14:55.86 , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017gbb ,IC438, ,Iax,0.010,Gaia17car,3, ,05:53:04.81   ,-17:52:03.50, ,2, , , ,5h53m00.0799s,-17d52m33.8988s,223.013034,-20.708068,0.196,SA(rs)c,2006HIPAS.C...0000:,3124,6,3141,17, , , , , , , , , , , , , , , ,test
SN2017gax,NGC1672, ,Ib/c,0.0044,DLT17ch,?, ,04:45:49.43,-59:14:42.56, ,9, , , ,4h45m42.4999s,-59d14m49.8516s,268.7838204,-38.9899644,0.062,(R'_1:)SB(r)bc Sy2,2004AJ....128...16K,1331,3,1218,16, , , , , , , , , , , , , , , ,test
SN2017gas,2MASXJ20171114+5812094, ,IIn,0.01, ,4, ,20:17:11.34,+58:12:09.00, ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017gah,NGC7187, ,Ia,0.008906,ASASSN-17kq_ATLAS17jiv,8, ,22:02:42.43,-32:47:33.50, ,3, , , ,22h02m44.5601s,-32d48m07.8012s,13.58955,-53.267053,0.092,(R)SAB(r)0^+,1989ESOLV.C...0000L,2670,21,2810,25, , , , , , , , , , , , , , , ,test
#SN2017fzy declined, , ,Ia,0.014,declined, , ,05:21:58.87,+03:29:05.71, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017fzw,NGC2217, ,Ia-91bg,0.005400, ,24, ,06:21:34.77,-27:12:53.51, ,5, , , ,6h21m39.78s,-27d14m01.5s,234.850442,-18.130684,0.115,(R)SB(rs)0/a LINER?,1991RC3.9.C...0000d,1619,5,1596,18, , , , , , , , , , , , , , , ,test
# SN2017fyp nova, , ,nova, , ,?, ,00:45:25.49,+39:50:52.34, ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017fvl,UGC2358, ,Ia,0.014,ASASSN-17kf, , ,02:55:42.59,+75:09:13.72, ,skip, , , ,2h55m42.6199s,75d09m15.9012s,130.771135,14.20821,1.271,SB(r)b,1991RC3.9.C...0000d,4300,11,4432,21, , , , , , , , , , , , , , , ,test
SN2017fhm, , , , ,PS17dqb,1, ,21:35:15.26,-06:58:28.23, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
#SN2017fro?, , ,AGN,0.164,ASASSN-17jz, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017ffv,ESO384-18, ,Ia,0.014,Gaia17bvc, , ,13:57:21.74,-34:46:24.46, ,skip, , , ,13h57m22.5s,-34d46m36.4008s,317.982279,26.160589,0.205,S?,1989ESOLV.C...0000L,4200,40,4250,45, , , , , , , , , , , , , , , ,test
SN2017fgc,NGC474, ,Ia,0.008,DLT17bx, , ,01:20:14.44,+03:24:09.96, ,skip, , , ,1h20m06.6907s,3d24m55.4364s,136.797627,-58.682275,0.093,(R')SA(s)0^0^,2011MNRAS.413..813C,2315,5,2258,14, , , , , , , , , , , , , , , ,test
ASASSN-17ip, , ,Unk,0.018, ,?, ,8:58:21,-65:21:49, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017faf, , ,SLSN-II,0.0295,PS17egb_ATLAS17hpt,3, ,17:34:39.98,+26:18:22.00, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017faa, , ,II,0.01845, ,2, ,13:19:03.90,-02:30:45.81, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017ezd,ESO-339-G-009, ,Ia,0.018, , , ,19:56:38.66,-38:36:27.80, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017exo,IRAS18294+1636, ,Ia,0.016,ASASSN-17ie, , ,18:31:42,+16:39:22.00, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017erv,AM1904-844, ,Ia,0.017035,ASASSN-17ho, , ,19:18:47.39,-84:41:51.29, ,skip, , , ,19h18m46.7299s,-84d41m53.8008s,308.875936,-27.63382,0.361,COMPACT,20096dF...C...0000J,5107,45,5432,59, , , , , , , , , , , , , , , ,test
SN2017eqx,anon, , , ,PS17dhz,13, ,22:26:48.37,+17:08:52.40, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017err,anon, , , , ,1, ,11:11:25.11,+00:06:58.58, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
ASASSN-17gx?, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017ens?,anon, , , ,ATLAS17gqa, , ,12:04:09.37,-01:55:52.25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
#OGLE17aaj?, , ,TDE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017evn,SDSS J114723.29+232157.5, ,Ia,0.017,ASASSN-17hz, , ,11:47:23,+23:21:53, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
#SN2017egv, , ,cv, ,ASASSN-17gs, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017erp,NGC5861, ,Ia,0.006174, ,6+, ,15:09:14.81,-11:20:03.20,done,skip, , , ,15h09m16.0901s,-11d19m18.0012s,348.526762,39.052991,0.289,SAB(rs)c HII,2005A&amp;A...430..373T;,1851,1,2102,20, , , , , , , , , , , , , , , ,test
ASASSN-17ho, , , , , ,?, ,19:18:47.39,-84:41:51.29, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017eoc,ESO-215-G-037, , ,0.018688,Gaia17bmq,6, ,11:15:37.76,-48:44:55.40, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017enx,ESO092-G014, , ,0.006398,ASASSN-17hk,6, ,10:10:52.07,-66:38:50.32, ,2, , , ,10h10m52.1599s,-66d38m50.7012s,287.955132,-8.565887,0.552,SAB(r)0^+,2003AJ....126.2268W,1918,35,1721,40, , , , , , , , , , , , , , , ,test
SN2017emq,UGC05369, ,Ia,0.005247,PS17dfh, , ,10:00:18.57,+54:32:23.07, ,skip, , , ,10h00m18.9s,54d32m18.8988s,159.523369,48.622259,0.017,S,2004SDSS3.C...0000:,1573,15,1978,24, , , , , , , , , , , , , , , ,test
iPTF14hls, , ,II-wierdo, , ,?, ,09:20:34.30,"+50:41:46.8
",done-ish,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017ekr, , ,Ia,0.019,ATLAS17glh, , ,23:02:32.19,+32:35:13.18, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
ASASSN-17hb,UGC12323, ,Ia,0.019, , , ,01:12:34.197,+00:17:29.30, ,skip, , , ,23h02m33.1099s,32d35m39.5988s,97.787095,-24.906564,0.252,Sc,1991RC3.9.C...0000d,5970,10,5967,25, , , , , , , , , , , , , , , ,test
#SN2017emb not observed_mislabeled should be 2017ebm?, , , , ,PS17det, , ,15:11:09.24,-01:35:04.31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017egm,NGC3191, ,SLSN-I,0.0307,Gaia17biu,?, ,10:19:05.62,+46:27:14.08, ,5, , , ,10h19m05.1257s,46d27m14.796s,169.822013,54.399073,0.03,SB(s)bc pec,1995ApJS..100...69F,9210,36,9522,38, , , , , , , , , , , , , , , ,test
SN2017egb,CGCG079-058, ,Ia,0.016151,ASASSN-17gr, , ,16:08:39.41,+12:00:40.21, ,skip, , , ,16h08m39.569s,12d00m38.5272s,24.827415,41.489387,0.152, ,1999PASP..111..438F,4842,48,5472,56, , , , , , , , , , , , , , , ,test
SN2017ein,NGC3938, ,Ic,0.0027,Gaia17bjw, , ,11:52:53.25,+44:07:26.20, , , , , ,11h52m49.4501s,44d07m14.5992s,153.877123,69.31922,0.057,SA(s)c HII,1991RC3.9.C...0000d,809,4,1134,16, , , , , , , , , , , , , , , ,test
SN2017ejb,NGC4696, ,Ia-91bg-like,0.009867,DLT17bk, , ,12:48:36.01,-41:19:33.53, , , , , ,12h48m49.2499s,-41d18m38.9988s,302.403493,21.558278,0.299,E+1 pec;BrClG LINER,1991RC3.9.C...0000d,2958,15,4347,107, , , , , , , , , , , , , , , ,test
SN2017ebm, , ,Ia-91bg,0.016732, , , ,13:23:19.10,-19:37:17.07, , , ,mislabeled2017emb, , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017eaw,NGC6946, ,II,0.000133,Gaia17bmy, , ,20:34:44.24,+60:11:35.90, , , , , ,20h34m52.3236s,60d09m14.094s,95.7189315,11.6729771,0.919,SAB(rs)cd;Sy2 HII,2008MNRAS.388..500E,40,2,401,19, , , , , , , , , , , , , , , ,test
SN2017dzs,UGC12655, ,Ia-91bg-like,0.0173,Gaia17bie, , ,23:32:28.90,+23:56:11.20, , , , , ,23h32m29.0599s,23d55m51.8016s,100.648915,-35.501095,0.157,S0,1999ApJS..121..287H,5177,29,5140,36, , , , , , , , , , , , , , , ,test
SN2017dwq,2MASXJ09033237-2120017, ,IIn,0.018,ASASSN-17fy, , ,09:03:32:49,-21:20:02.99, , , , , ,9h03m32.3438s,-21d20m00.8916s,248.344081,16.614474,0.425,HII,20096dF...C...0000J,5456,45,5792,58, , , , , , , , , , , , , , , ,test
SN2017dwh, , , , ,PS17dbf_ATLAS17fau, , ,14:34:42.93,+31:29:16.31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017drh,NGC6384, ,Ia,0.005554,DLT17aw, ,10085,17:32:26.05,+07:03:47.52, ,skip, ,reddened, ,17h32m24.3s,7d03m37.0008s,30.260034,20.770689,0.331,SAB(r)bc LINER,1998AJ....115...62H,1665,1,2128,18, , , , , , , , , , , , , , , ,test
MASTEROTJ141551.21-480802.6,NGC5516, ,Ia,0.0164, , , ,14:15:51.21,-48:08:02.60, ,skip, , , ,14h15m54.69s,-48d06m53.4996s,317.190443,12.404506,0.547,E,2008AJ....135.2424O,4123,20,4353,36, , , , , , , , , , , , , , , ,test
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
ASASSN-17fr,IC4296, ,Ia,0.012,SN2017dps, , ,13:36:40.000,-33:58:01.12, ,skip, , , ,13h36m39.03s,-33d57m56.9988s,313.5382851,27.9730709,0.172,E;RLG;BrClG LINER,2000MNRAS.313..469S,3737,10,3041,50, , , , , , , , , , , , , , , ,test
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017dit,2MASXJ15275941+4250592, ,Ia,0.01859,Gaia17bci, , ,15:27:58.92,+42:50:48.70, ,skip, , , ,15h27m59.4s,42d50m58.3008s,69.714592,54.70538,0.07,Sbrst,2004AJ....128..644G,5573,45,6109,49, , , , , , , , , , , , , , , ,test
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017dei,ESO529-G005, ,Ia,0.019804,Gaia17bat, , ,20:49:48.85,-25:42:02.56, ,skip, , , ,20h49m47.2399s,-25d41m55.2984s,19.78236,-36.419823,0.223,(R)SB(l)0^+,1991ApJS...75..935d,5937,32,6183,37, , , , , , , , , , , , , , , ,test
ASASSN-17fk,NGC2076, ,Ia,0.007,SN2017dhr, , ,05:46:47.27,-16:47:00.30, ,skip, , , ,5h46m47.46s,-16d46m57.3996s,221.311787,-21.643899,0.224,S0+: sp,1998A&amp;AS..130..333T;,2142,5,2141,15, , , , , , , , , , , , , , , ,test
SN2017dgm, , ,Ia,0.018, , , ,19:06:51.83,-36:57:31.54, ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017dcc,anon, ,Ic-BL,0.043,ATLAS17eac_Gaia17bkg, , ,12:49:04.89,-12:12:22.42, ,1.4,all (mostly 20d5),mislabeledATLAS17dcc_inToOrequest, , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2017des,NGC4532, , ,0.007,PS17cke, , ,12:34:18.90,+06:28:27.07, , , , , ,12h34m19.3301s,6d28m03.6984s,291.024081,68.94279,0.057,IBm HII,1985AJ.....90.1681B,2012,4,998,66, , , , , , , , , , , , , , , ,test
SN2017dau,UGC09113, ,LBV,0.01062,PS17chm, , ,14:14:17.08,+35:25:43.47, , , , , ,14h14m14.7732s,35d25m25.1652s,63.222072,70.511732,0.063,S?,1991RC3.9.C...0000d,3184,7,3770,26, , , , , , , , , , , , , , , ,test
SN2017daf,UGC09386, ,Ia,0.019,ASASSN-17ez, , ,14:34:52.70,+40:44:52.87, ,skip, , , ,14h34m52.7801s,40d44m52.836s,72.190753,64.737364,0.042,SBab,2004SDSS3.C...0000:,5696,51,6251,56, , , , , , , , , , , , , , , ,test
SN2017cze,NGC3546, ,Ia,0.015,ASASSN-17er, , ,11:09:46.82,-13:22:50.66, ,skip, , , ,11h09m46.7902s,-13d22m51.1032s,268.394643,42.571811,0.143,SA0- pec:,2008AJ....135.2424O,4455,24,4938,48, , , , , , , , , , , , , , , ,test
SN2017cyy,ESO091-015, ,Ia,0.0098,SN2017cyyDLT17ar_Gaia17bei, , ,09:36:36.30,-63:56:54.68, ,skip, , , ,9h36m32.6501s,-63d56m39.9984s,283.421835,-8.728439,0.67,SAB(s)m?,2006HIPAS.C...0000:,2931,10,2861,24, , , , , , , , , , , , , , , ,test
#SN2017cxx,notarealtransient, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
