SN2016X,UGC 8041,,IIP,0.004408,ASASSN-16at,20,31.31785161,0.833050939,HF,,31.31785161,0.833050939,,,,13,,,,,,,,,,,,,,,,,,,test
SN2017gax,NGC 1672,,Ib/c,0.0044,DLT17ch,4,31.3342278,0.827746464,HF,,31.3342278,0.827746464,,,,3,,,,,,,,,,,,,,,,,,,test
SN2012au,NGC 4790,PSNJ12545218-1014502,Ib,0.004483,,14,31.35533386,0.821289313,HF,Milisavljevic_etal_2013,31.35533386,0.821289313,,,,,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2012cw,NGC 3166,PSNJ10134795+0326026,Ic,0.004486,,1,31.35694894,0.820787865,HF,,31.35694894,0.820787865,,,,0,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2014G,NGC 3448,PSNJ10543413+5417569,IIL,0.004503,,17,31.36500636,0.818292767,HF,,31.36500636,0.818292767,,,,12,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2019np,NGC 3254,, Ia,,,,31.37303399,0.815617423,HF,,31.37303399,0.815617423,,,,,,,,,,,,,,,,,,,,,,,test
SN2016C,NGC 5247,,IIP,0.00452,,5,31.37303399,0.815684199,HF,,31.37303399,0.815684199,,,,5,,,,,,,,,,,,,,,,,,,test
SN2016coj,NGC 4125,,Ia,0.004483,,1,31.37463597,0.818121872,HF,,31.37463597,0.818121872,,,,7,,,,,,,,,,,,,,,,,,,test
SN2007sr,NGC 4038,,Ia,0.005688,,37,31.378,0.1183,Cepheid,Cepheids_Riess_etal_2016,31.79020328,0.701994175,,,,20,31.378,0.1183,Cepheids_Riess_etal_2016,,,ref,,,ref,,,,30.62,0.16,TRGB_Saviane_2008,,,,test
SNhunt248,NGC 5806,PSNJ14595947+0154262,IIn?,0.0045,iPTF14aru,33,31.3794348,0.813852002,HF,,31.3794348,0.813852002,,,,,,,ref,,,ref,,,ref,,,,,,,,,ref,test
PTF13bvn,,,Ic,0.00449,,10,31.3794348,0.813852002,HF,Reilly_etal_2016,31.3794348,0.813852002,,,,0,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2012P,NGC 5806,,Ibc,0.004533,PTF12os,6,31.3794348,0.813852002,HF,,31.3794348,0.813852002,,,,0,,,ref,,,ref,,,PNLF_McM_1993,,,,,,,,,ref,test
SN2018gj,NGC 6217,,IIb,0.004543,,5,31.38422306,0.812311314,HF,,31.38422306,0.812311314,,,,,,,,,,,,,,,,,,,,,,,test
SN2006bc,NGC 2397,,II,0.00455,,9,31.3858168,0.81252017,HF,Gallager_etal_2012,31.3858168,0.81252017,,,,4,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2013ab,NGC 5669,PSNJ14324449+0953123,IIP,0.004574,,24,31.393768,0.809301648,HF,,31.393768,0.809301648,,,,6,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2015V,UGC 11000,PSNJ17492705+3608360,II,0.004566,,6,31.39535476,0.808819336,HF,Jaeger_etal_2019,31.39535476,0.808819336,,,,,,,,,,,,,,,,,,,,,,,test
SN2007gi,NGC 4036,,Ia,0.00482,,5,31.42058638,0.801376548,HF,,31.42058638,0.801376548,,,,3,,,ref,,,ref,,,ref,,,,,,,,,TF,test
SN2007Y,NGC 1187,,Ibc,0.004637,,20,31.42841152,0.798906302,HF,Stritzinger_etal_2009,31.42841152,0.798906302,,,,3,,,ref,,,ref,,,ref,31.32,0.36,Tully_etal_2009,,,,,,,test
SN2008ha,UGC 12682,,Ia,0.004647,,2,31.4330931,0.797470658,HF,,31.4330931,0.797470658,,,,0,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2011B,NGC 2655,,Ia,0.00467,,31,31.4439777,0.794216663,HF,,31.4439777,0.794216663,,,,16,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2011iv,NGC 1404,PSNJ03385135-3535320,Ia,0.006494,,36,31.45,0.19,SBF,SBF_Jensen_etal_2003,32.16016728,0.620052194,,,,14,,,ref,31.45,0.19,SBF_Jensen_etal_2003,31.15,0.1,PNLF_McMillan_etal_1994,,,,31.36,0.04,TRGB_Hoyt_et_all_2021,,,ref,test
SN2007on,NGC 1404,,Ia,0.006494,,13,31.45,0.19,SBF,SBF_Jensen_etal_2003,32.16016728,0.620052194,,,,23,,,ref,31.45,0.19,SBF_Jensen_etal_2003,31.15,0.09,PNLF_McM_1993,,,,31.36,0.04,TRGB_Hoyt_et_all,,,ref,test
SN2022hrs,NGC4647,, Ia,,,,31.45789248,0.790115749,HF,,31.45789248,0.790115749,,,,,,,,,,,,,,,,,,,,,,,
SN2021sjt,NGC6951,,,,,,31.48088746,0. 1504,2,1413,15,,,,,,,,,,,,,,,,,,,,,,,,
SN2020dpw,NGC 6952,,,,,,31.48088746,0.783407121,HF,,31.48088746,0.783407121,,,,,,,,,,,,,,,,,,,,,,,
SN2015G,NGC 6951,PSNJ20372558+6607115,Ibn,0.00475,,8,31.48088746,0.783407121,HF,,31.48088746,0.783407121,,,,0,,,,,,,,,,,,,,,,,,,test
SN2013dy,NGC 7250,PSNJ22181760+4034096,Ia,0.003889,,10,31.497,0.0795,Cepheid,Cepheids_Riess_etal_2016,31.04683027,0.92550377,,,,7,31.497,0.0795,Cepheids_Riess_etal_2016,,,ref,,,ref,,,,,,,,,future_cepheids,test
SN2015F,NGC 2442,PSNJ07361576-6930230,Ia,0.00489,OGLE15la,13,31.511,0.053,Cepheid,Cepheids_Riess_etal_2016,31.54400737,0.765606308,,,,10,31.511,0.053,Cepheids_Riess_etal_2016,,,,,,,,,,,,,,,,test
SN2007aa,NGC 4030,,II,0.004887,,7,31.54252564,0.765953013,HF,,31.54252564,0.765953013,,,,0,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2016jbu,NGC 2442,,imposter?,0.00489,Gaia16cfr,37,31.54400737,0.765606308,HF,,31.54400737,0.765606308,,,,,,,,,,,,,,,,,,,,,,,test
SN2015J,A073505-6907,,IIn,0.0054,SN2015J_SMTJ07350518,9,31.54400737,0.765606308,HF,,31.54400737,0.765606308,,,,10,,,,,,,,,,,,,,,,,,,test
SN2017gkk,NGC 2748,,IIb,0.004923,,3,31.55876931,0.761330811,HF,,31.55876931,0.761330811,,,,,,,,,,,,,,,,,,,,,,,test
PS15jf,,PSNJ09132750+7627410,imposter?,0.004923,,6,31.55876931,0.761330811,HF,,31.55876931,0.761330811,,,,,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2016gkg,NGC 613,,II,0.00494,ATLAS16cvu,,31.56611281,0.759453437,HF,Tartaglia_etal_2017,31.56611281,0.759453437,,,,17,,,,,,,,,,,,,,,,,,,test
SN2011dm,UGC 11861,,Ia,0.00494,,8,31.56611281,0.759385897,HF,,31.56611281,0.759385897,,,,0,,,ref,,,ref,,,ref,,,,,,,,,TF_reddened,test
SN2008ij,NGC 6643,,II,0.00495,,17,31.57050702,0.758059655,HF,,31.57050702,0.758059655,,,,7,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2008bo,NGC 6643,,Ib,0.00495,,46,31.57050702,0.758059655,HF,,31.57050702,0.758059655,,,,0,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2011by,NGC 3972,,Ia,0.002843,,63,31.588,0.0721,Cepheid,Cepheids_Riess_etal_2016,30.36553549,1.224005858,,,,26,31.588,0.0721,Cepheids_Riess_etal_2016,,,ref,,,ref,31.58,0.38,TF_Willick_etal_1997,,,,,,,test
SN2013F,IC 5325,PSNJ23284503-4119562,Ib/c,0.005013,,1,31.59813242,0.750851204,HF,,31.59813242,0.750851204,,,,,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2009at,NGC 5301,,II,0.005014,,3,31.59813242,0.754380272,HF,,31.59813242,0.754380272,,,,,,,ref,,,ref,,,ref,,,,,,,,,ref,test
ASASSN-14ha,NGC 1566,,II,0.005017,,27,31.5995767,0.750127324,HF,,31.5995767,0.750127324,,,,10,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2010el,NGC 1566,,Ia-p,0.005017,,8,31.5995767,0.750127324,HF,,31.5995767,0.750127324,,,,0,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2011ek,NGC 918,,Ia-91bg,0.005027,,15,31.60390378,0.748990987,HF,,31.60390378,0.748990987,,,,0,,,ref,,,ref,,,ref,,,,,,,,,TF,test
SN2006mr,NGC 1316,,Ia,0.00587,,15,31.606,0.065,SBF,SBF_B09?,31.94090086,0.666484003,,,,2,,,ref,31.606,0.065,SBF_B09?,,,ref,,,,,,,,,ref,test
SN2017gmr,NGC 988,, II,,,,31.60822225,0.747940264,HF,Andrews_etal_2019,31.60822225,0.747940264,,,,4,,,,,,,,,,,,,,,,,,,test
SN2009mk,ESO 293-G34,,IIb,0.005043,,20,31.61109647,0.747244748,HF,,31.61109647,0.747244748,,,,0,,,ref,,,ref,,,ref,,,,,,,,,ref,test
ASASSN-14lp,NGC 4666,,Ia,0.0051,,27,31.63537494,0.740658962,HF,,31.63537494,0.740658962,,,,13,,,ref,,,ref,,,ref,,,,,,,,,TF,test
SN2018aoz,NGC3923,,Ia,0.005801,DLT18q,4,31.64,0.14,SBF,2013AJ....146...86T,31.91483543,0.672240647,,,,17,,,,31.64,0.14,2013AJ....146...86T,,,,,,,,,,,,,test
SN2020mjm,UGC 9299,, II,,,,31.64953062,0.73679215,HF,,31.64953062,0.73679215,,,,,,,,,,,,,,,,,,,,,,,test
SN2020jfo,M61,, II,,,,31.68729631,0.726894207,HF,,31.68729631,0.726894207,,,,,,,,,,,,,,,,,,,,,,,test
SN2014dt,M61,PSNJ12215757+0428185,Ia-02cx,0.005224,,3,31.68729631,0.726894207,HF,,31.68729631,0.726894207,,,,0,,,ref,,,ref,,,ref,,,,,,,,,ref,test
PSN2014inM61,,PSNJ12215513+0428169,imp?,0.005224,,23,31.68729631,0.726894207,HF,,31.68729631,0.726894207,,,,,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2008in,NGC 4303,,IIP,0.005224,,8,31.68729631,0.726894207,HF,Roy_etal_2011,31.68729631,0.726894207,,,,6,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2019ehk,M100,, Ib,,,,31.69421844,0.725088309,HF,,31.69421844,0.725088309,,,,,,,,,,,,,,,,,,,,,,,test
SN2019ehk_dup,M100,,Ib,0.0043,,,31.69421844,0.725088309,HF,,31.69421844,0.725088309,,,,,,,,,,,,,,,,,,,,,,,test
SN2020hvp,NGC 6118,, Ib,,,,31.69698113,0.724377905,HF,,31.69698113,0.724377905,,,,,,,,,,,,,,,,,,,,,,,test
SN2017emq,UGC 5369,,Ia,0.005247,PS17dfh,9,31.69698113,0.725938419,HF,,31.69698113,0.725938419,,,,,,,,,,,,,,,,,,,,,,,test
SN2018gv,NGC 2525,,Ia,0.005274,,29,31.70799687,0.721722639,HF,,31.70799687,0.721722639,,,,,,,,,,,,,,,,,,,,,,,test
SN2009gj,NGC 134,,IIb,0.005277,,3,31.70936991,0.721261262,HF,,31.70936991,0.721261262,,,,0,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2014ad,MRK 1309 NED01,PSNJ11574444-1010157,Ic-BL,0.005723,,11,31.718957,0.728637594,HF,Sahu_etal_2018,31.718957,0.728637594,,,,,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2021yja,NGC1325,,,,,,31.72168842,0.718073839,HF,,31.72168842,0.718073839,,,,,,,,,,,,,,,,,,,,,,,
SN2008Q,NGC 524,,Ia,0.007935,,16,31.74,0.2,SBF,SBF_Jensen_etal_2003,32.61710637,0.54207878,,,,12,,,ref,31.74,0.2,SBF_Jensen_etal_2003,,,ref,,,,,,,,,ref,test
SN2017bzc,NGC 7552,,Ia,0.005365,,10,31.74476774,0.712427429,HF,,31.74476774,0.712427429,,,,,,,,,,,,,,,,,,,,,,,test
SN2017fzw,NGC 2217,,Ia-91bg,0.0054,,24,31.75957176,0.708739759,HF,,31.75957176,0.708739759,,,,10,,,,,,,,,,,,,,,,,,,test
