,HostName,PSN,type,redshifts,OtherName,Nobs,targetids,SNra,SNdec,template status, ,max_ks,filters_used,notes,other_SNe,ra,dec,gallat,gallong,Avschaflly,morphology,reference,host_velocity,host_vel_err,host_vel_corr,host_vel_corr_err,Cep_dm,Cep_dm_err,Cep_dm_ref,SBF_dm,SBF_dm_err,SBF_dm_ref,PNLF_dm,PNLF_dm_err,PNLF_dm_ref,Other_dm,Other_dm_err,Other_dm_ref,TF_dm,TF_dm_err,TF_dm_ref,test
SN2020mr, , , , , , , ,08:50:03.811, +70:17:33.03, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
SN2019yvq,NGC 4441, , , , , ,13037,12:27:21.690,+64:47:59.70, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019vrq,GALEXASC J030421.67-160124.7, , , , , , ,03:04:21.421,-16:01:27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019xtw,ESO 299-G13, , , , , ,13033,02:43:33.600,-38:37:31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019xdf,UGC 5028, , , , , ,13031,09:27:51.809,+68:24:42.44, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019wep,UGC 6136, , , , , , ,11:04:36.990,+45:58:39.50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
SN2019wbg,NGC 4045, , , , , ,12842,12:02:42.723,+01:59:03.64, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019vxm,SDSS J195828.83+620824.3, , , , , ,12378,19:58:28.639,+62:08:16.04, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019tua,UGC 11860, , , , , ,12156,21:58:00.280,+24:15:57.10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019pjs,UGC 11105, , , , , ,11551,18:04:40.344,+21:38:04.20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019oys,CGCG 146-027, , , , , , ,07:07:59.257,+31:39:55.32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
SN2019ovr,ARK 134, , , , , , ,07:28:50.264,+35:32:51.24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
SN2019ofc, , , , , , , ,01:33:36.927,-38:35:59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
SN2019oet, , ,LBV, , , ,11528,22:55:57.063 ,-43:26:18.99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019odp,UGC 12373, , , , , ,11527,23:07:19.090,+13:51:21.41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019odf,UGC 12193, , , , , , ,22:48:44.684,+27:34:18.56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
SN2019nyk,HIPASS J0015-08, , , , , , ,00:15:15.205,-8:11:22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
SN2019nvm, , , , , , ,11524,17:25:38.663,+59:26:48.27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019njv,CGCG 424-001, , , , , , ,20:19:57.197,+15:22:38.71, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
SN2019muj, , ,Iax, , , ,11512,02:26:18.520, -09:50:09.39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019lsm,SDSS J143502.16+144639.5, , , , , , ,14:35:02.612,+14:46:37.60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
SN2019kbj, , , , , , , ,22:11:21.934,+19:37:03.50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
SN2019jyw,MCG +00-03-73, , , , , ,11471,01:06:30.220,-2:11:56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019hcc, , , , , , , ,21:00:20.936,-21:20:36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
#SN2019gte, , ,TDE, , , , ,13:06:39.424 ,-01:32:54.42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
SN2019gbx,MCG -02-33-17, , , , , ,11425,12:50:02.804,-14:46:00, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019gaf, , , , , , , ,20:36:55.248,+02:48:24.48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
#SN2019gsb, , , , , , , ,08:20:00.100 ,-29:21:45.29,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
#SN2019gfr, , , , , , , ,11:41:32.132 ,+28:25:06.71,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
SN2019fxy, , , , , ,5,11420,10:21:20.979 ,+12:10:41.67, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019enr,NGC 2919, , , , , ,11386,09:34:47.720,+10:17:12.81, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019ein,NGC 5353, , , , , ,11340,13:53:29.134,+40:16:31.40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019ehk,M100, , , , , ,11337,12:22:56.130,+15:49:33.60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019eez,NGC2207, , , , , ,11335,06:16:22.229 ,-21:21:35.82, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019edo,NGC 4162, , , , ,5,11334,12:11:51.566,+24:08:11.67,done, , , , ,SN2010jp, , , , , , , , , , , , , , , , , , , , , , , , , , ,test
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
#SN2019lei, , , , , , , ,00:28:16.812 ,+21:05:55.95,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019hge, , , , , , , ,22:24:21.205,+24:47:17.11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019esa,ESO 35-G18, , , , , , ,07:55:00.889,-76:24:43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019enz, , ,SLSN-I,0.22, , , ,13:57:06.098,+27:59:38.71, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019enr,NGC 2919, , , , , ,11386,09:34:47.720,+10:17:12.81, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019ein,NGC 5353, , , , , , ,13:53:29.134,+40:16:31.40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019ehk,M100, ,Ib,0.0043, , , ,12:22:56.130,+15:49:33.60,done, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019cqc, , ,SLSN-I,0.118, , , ,18:21:43.041,+30:59:33.43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019clr, , , , , , , ,13:05:43.104, +37:37:36.12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019cca, , ,SLSN-I,0.4, , , ,12:02:51.400,-16:39:48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019cad,UGC 4798, , , , , , ,09:08:42.971,+44:48:46.04, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019azh, , ,TDE, , , , ,08:13:16.945 ,+22:38:54.03, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018jbv, , ,?, , , , ,13:10:45.558 ,+08:34:04.28,done, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019ata, , , , , , , ,10:14:10.792,-35:09:39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019arb,UGC 7367, , , , , , ,12:19:31.228,+49:48:50.97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019ahd, , ,LBV, , ,3, ,10:51:11.790 ,+05:50:31.31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019abn, , ,ILRT, , , , ,13:29:42.394 ,+47:11:16.99,done, , , , ,SN2005cs_others, , , , , , , , , , , , , , , , , , , , , , , , , , ,test
#SN2019yv, , ,galaxy, , , , ,11:41:57.322 ,-06:09:20.51,done, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019yz,UGC 9977, , , , , , ,15:41:57.305,+00:42:39.41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019rz,UGC 3554, , , , , , ,06:50:25.756,+43:03:11.94, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019rn,NGC 877, , , , , , ,02:17:59.605,+14:32:00.41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019np,NGC 3254, , , , , , ,10:29:21.960,+29:30:38.40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019kf,2MFGC 08107, , , , , , ,10:27:17.431,+26:31:59.11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019bm,UGC 6929, , , , , , ,11:57:16.349,+36:24:58.71, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2019bl, , , , , ,3, ,07:04:35.671, +17:34:10.67, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018lei,NGC 986, , , , , , ,02:33:34.333,-39:02:42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018kzr, , , , , , , ,08:28:53.460,+01:06:38.71, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018kpo,MCG -01-10-19, , , , , , ,03:40:43.054,-6:25:24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018jov, , , , , , , ,08:00:07.140,+58:42:34.95, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018lab, , ,II, ,DLT18ar, , ,06:16:26.520 ,-21:22:32.38,done, , , , ,SN2010jp, , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018ivc, , ,II, ,DLT18aq, , ,02:42:41.276, -00:00:31.92, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018aad,GALEXASC J035801.64-653024.6, , , , , , ,03:58:01.498,-65:30:25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018jky,NGC 1329, , , , , , ,03:26:02.117,-17:33:47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
SN2018jag,MCG +02-03-30, , , , , , ,01:03:48.310,+10:35:32.50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018ivc,M77, , , , , , ,02:42:41.290,-0:00:32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018isq,NGC 1184, , , , , , ,03:16:50.600,+80:47:04.50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018ilu, , ,Ia, , , , ,23:33:20.980,+04:48:34.66, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018imf,NGC 4639, ,II, , , , ,12:42:41.390,+13:15:55.00, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018ibb, , ,SLSNI,0.1586,ZTF18acenqto, , ,04:38:56.960,-20:39:44, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018hxf, , , , ,ASASSN-18ze,8, ,04:22:17.963 ,-05:28:05.81, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018jov, , , , , , , ,08:00:07.140,+58:42:34.95, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018jgn, , ,Ia,0.07,ASASSN-18aar,1, ,00:02:55.890 ,-26:54:52.27,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018jky,NGC 1329, , , , , , ,03:26:02.117,-17:33:47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018hmx,CGCG 263-047, , , , , , ,08:33:39.340,+55:35:53.10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018fyk, , ,TDE, , ,158, ,22:50:16.090 ,-44:51:53.50,done, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
AZTEC2018,SNinPGC2086067, , , , ,2,10967,08:00:05.41,+36:45:18.54,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018hpu,LCRS B031632.6-414727, , , , , , ,03:18:21.225,-41:36:35, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018htr,NGC45, ,LBV, , , , ,00:14:07.960 ,-23:10:09.71, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018hti, , ,SLSN-I,0.06, , , ,03:40:53.750,+11:46:37.29,done, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018hmx,CGCG 263-047, , , , , , ,08:33:39.340,+55:35:53.10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
SN2018hso, , ,IIn, ,ZTF18acbwfza, , ,11:33:51.933 ,+53:07:07.42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018bgv, , , , , , , ,11:02:30.290,+55:35:55.79, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018ivc,M77, , , , , , ,02:42:41.290,-0:00:32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
SN2018ilu, , ,Ia, , , , ,23:33:20.980,+04:48:34.66, , , , ,faint_host, , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
#SN2018hrg, , ,nova, , , , ,01:09:26.321 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018hpu,LCRS B031632.6-414727, , , , , , ,03:18:21.225,-41:36:35, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018hna,UGC 7534, ,II-87A, , , , ,12:26:12.050,+58:18:51.10,done, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018hkx,2MASX J04005460-6640336, , , , , , ,04:00:53.810,-66:40:31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018gwo,NGC 4128, , , , , , ,12:08:38.910,+68:46:44.99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018gro,NGC 7228, , , , , , ,22:11:49.200,+38:42:01.50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018get,UGC 3912, , , , , , ,07:34:09.070,+04:32:57.91, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018bbl,NGC7421, , , , ,3, ,22:56:54.431 ,-37:20:48.57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018feb,CGCG 139-041, , , , , , ,17:10:11.160,+21:38:56.53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018feq,ESO 244-G7, , , , , , ,01:15:18.739,-44:55:11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018evk, , , , , ,3, ,23:15:44.960,+06:54:39.70, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018evt,MCG -01-35-11, ,Ia-91T-CSM,0.029,ASASSN-18ro,2, ,13:46:39.210,-9:38:36,do , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018cuf,IC 5092, ,II, , , , ,21:16:11.570,-64:28:57,done, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018hfm, , , , ,ASASSN-18xl,7, ,09:36:08.736 ,+06:15:27.08, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018dfy,UGC 11801, , , , , , ,21:43:32.910,+43:32:58.20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018dfg,NGC 5468, , , , , , ,14:06:34.700,-5:27:03, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018cow,CGCG 137-068, , , , , , ,16:16:00.220,+22:16:04.83,done, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018bvt, , , , , ,1, ,12:22:39.600 ,+06:40:01.92,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018bgv, , , , , , , ,11:02:30.290,+55:35:55.79,done, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018bsz,2MASX J16093905-3203443, ,SLSN, ,ASASSN-18km, , ,16:09:39.100,-32:03:46,done, , , ,HST_UV_spectroscopy, , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018bsk, , , , , ,3, ,12:28:51.624 ,-01:56:05.28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
#SN2018ahz, , ,AGN, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018cmi,M31, , , , , , , , ,skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018bek,IC 1129, ,II,0.021, , , ,15:32:01.550,+68:14:31.00, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018emt,2MASS J22103576-2714557, ,II,0.02395,ASASSN-18qk,3, ,22:10:35.660 ,-27:14:58.78, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018fhw,2MASX J04180598-6336523, ,Ia, ,ASASSN-18tb,5, ,04:18:06.149,-63:36:57,done, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
#, , ,TDE, ,ASASSN-18pg, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018feb,CGCG 139-041, , , , ,7, ,17:10:11.160,+21:38:56.53, , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
?, , , , ,ASASSN-18sk, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018evk, , ,II,0.03, ,3, ,23:15:44.960,+06:54:39.70,KP, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018cow,CGCG 137-068, ,SN?TDE?,0.014145, ,103, ,16:16:00.220,+22:16:04.83, , ,9, , , ,16h16m00.580s,+22d16m08.30s,38.678978,43.591596,0.238, ,2007SDSS6.C...0000:,4241,39,4842,46, , , , , , , , , , , , , , , ,test
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018cni,GALEXASC J150122.78-101044.8, , , , , , ,15:01:22.830,-10:10:50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018bwo,NGC45, ,ILRT, , , , ,00:14:01.720 ,-23:11:35.84,done, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018bvt, , , , , ,1, ,12:22:39.600 ,+06:40:01.92,done, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018bsz,2MASX J16093905-3203443, ,SLSN-I, , ,27, ,16:09:39.100,-32:03:46, , ,3.9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018bto, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018bta,ESO 101-G20, , , , ,7, ,16:57:58.750,-62:43:54, , ,1.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018bsk, , , , , ,3, ,12:28:51.624 ,-01:56:05.28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018bgv, , , , , ,14, ,11:02:30.290,+55:35:55.79, , ,3.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018avk, , , , , ,2, ,13:11:27.748,+65:38:17.16, , ,1.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018atq, , , , , , , ,11:47:04.120,+19:33:02.80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018aoz,NGC 3923, ,Ia,0.005801,DLT18q,4+, ,11:51:01.830,-28:44:39, ,notemplatesonmast,3,all6, , ,11h51m01.694s,-28d48m21.66s,287.2755041,32.2225472,0.222,E4-5,Kaldare_etal_2003,1739,9,1641,29, , , ,31.64,0.14,2013AJ....146...86T, , , , , , , , , ,test
SN2018aoq,NGC4151, ,II-pec,0.003319, ,3, ,12:10:38.220 ,+39:23:47.87,done, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
SN2018aad,GALEXASC J035801.64-653024.6, ,II-pec, , , , ,03:58:01.498,-65:30:25, , , , ,old, , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
ASASSN-18gq,ESO 325-G11, , ,0.001818, ,12, ,13:45:04.000,-41:52:25, , ,3.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
SN2018alc, , ,Ib,0.01814,ASASSN-18ge,2, ,14:33:19.980 ,+41:16:02.35, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
# end of volume-limited sample, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,test
