SN2011iy,NGC 4984,,Ia,0.004266,,15,32216,'13:08:58.39,-15:31:04.1,0.165,0.0165,S_F_2011,13h08m57.213s,-15d30m58.67s,309.141544,47.144161,0.004266,(R)SAB(rs)0+,1279,6,1366,28,'2011-12-09,,GI12,,,,,,,,,,,,,,,,36.4128903,0.355323871,HF,,36.4128903,0.355323871,,,,,,,,,,,,,,,,,,,,,,,
SN2005df,NGC 1559,,Ia,0.00435,,26,,'04:17:37.85,-62:46:09.5,0.08,0.008,S_F_2011,4h17m35.7501s,-62d47m01.2251s,274.510535,-41.198137,0.00435,SB(s)cd,1304,4,1189,15,'2005-08-04,,done,,,,,,,,,,,,,,,,30.44068044,1.186251581,HF,,30.44068044,1.186251581,,,,,,,,,,,,,,,,,,,,,,,test
SN2016coj,NGC 4125,,Ia,0.004483,,1,,'12:08:06.80,+65:10:37.9,0.051,0.0051,S_F_2011,12h08m06.017s,65d10m26.88s,130.189707,51.339155,0.004523,E6 pec         LINER,1356,19,1818,27,'2016-05-28 04:39:05.000,'2016-05-19 06:29:48,done,,,,,,,,,,,,,,,,30.02697516,1.415071681,HF,,30.02697516,1.415071681,,,,,,,,,,,,,,,,,,,,,,,test
SN2008ha,UGC 12682,,Ia,0.004647,,2,,'23:34:52.69,+18:13:35.4,0.209,0.0209,S_F_2011,23h34m53.2116s,18d13m36.8436s,98.567376,-40.994964,0.004647,Im,1393,2,1494,17,'2008-11-07,,done,,,,,,,,,,,,,,,,35.53345648,0.364288704,HF,,35.53345648,0.364288704,,,,,,,,,,,,,,,,,,,,,,,
SN2011B,NGC 2655,,Ia,0.00467,,31,,'08:55:48.10,+78:13:01.6,0.083,0.0083,S_F_2011,8h55m37.731s,78d13m23.1s,134.923523,32.688528,0.00467,SAB(s)0/a      Sy2,1400,1,1753,16,'2011-01-07,,done,,,,,,,,,,,,,,,,35.62220411,0.362838858,HF,,35.62220411,0.362838858,,,,,,,,,,,,,,,,,,,,,,,
SN2007gi,NGC 4036,,Ia,0.00482,,5,,'12:01:23.42,+61:53:33.8,0.063,0.0063,S_F_2011,12h01m26.891s,61d53m44.52s,132.979841,54.246531,0.00462,S0-            LINER,1385,5,1857,21,'2007-07-31,,done,,,,,,,,,,,,,,,,34.88988752,0.378550682,HF,,34.88988752,0.378550682,,,,,,,,,,,,,,,,,,,,,,,
SN2005ke,NGC 1371,,Ia-91bg,0.00488,,35,,'03:35:04.35,-24:56:38.8,0.05,0,"Brown_walker_2020,S_F_2011",3h35m01.351s,-24d55m59.19s,218.954377,-53.3469662,0.00488,(R')SAB(r'l)a,1463,2,1395,9,'2005-11-13,,done,,,,,,,,,,,,,,,,31.92852776,0.681445048,HF,,31.92852776,0.681445048,,,,21,,,,,,,,,,,,,,,,,,,test
SN2015F,NGC 2442,PSNJ07361576-6930230,Ia,0.00489,OGLE15la,13,,'07:36:15.76,-69:30:23.0,0.55,0,"Brown_walker_2020,S_F_2011",7h36m23.842s,-69d31m50.96s,281.299504,-21.501573,0.00489,SAB(s)bc pec,1466,5,1313,19,'2015-03-09,,done,,,,,,,,SN2011at,,,,,,,,32.24653472,0.60366143,HF,,32.24653472,0.60366143,,,,,,,,,,,,,,,,,,,,,,,test
SN2011dm,UGC 11861,,Ia,0.00494,,8,,'21:56:41.59,+73:17:48.9,1.619,0.1619,S_F_2011,21h56m24.148s,73d15m39.33s,111.054479,14.567948,0.00494,SABdm,1481,4,1792,19,'2011-06-15,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2010el,NGC 1566,,Ia-p,0.005017,,8,,'04:19:58.83,-54:56:38.5,0.024,0.0024,S_F_2011,4h20m00.402s,-54d56m16.5781s,264.310155,-43.393163,0.005017,(R'_1)SAB(rs)bcSy1,1504,2,1413,15,'2010-06-19,,done,,,,,,,,,,,,,,,,37.14157406,0.351493888,HF,,37.14157406,0.351493888,,,,,,,,,,,,,,,,,,,,,,,
SN2011ek,NGC 918,,Ia-91bg,0.005027,,15,,'02:25:48.89,+18:32:00.0,0.7,0,"Brown_walker_2020,S_F_2011",2h25m50.7911s,18d29m46.3842s,152.160836,-38.958129,0.005027,SAB(rs)c:,1507,3,1497,11,'2011-08-04,,done,,,,,,,,,,,,,,,,35.03648614,0.373538689,HF,,35.03648614,0.373538689,,,,,,,,,,,,,,,,,,,,,,,
ASASSN-14lp,NGC 4666,,Ia,0.0051,,27,,'12:45:09.10,-00:27:32.4,0.065,0,"Brown_walker_2020,S_F_2011",12h45m08.676s,-0d27m42.88s,299.537333,62.368367,0.005101,SABc:;HII      LINER,1529,5,2005,40,,,done,,,,,,,,,,,,,,,,33.79624017,0.423667442,HF,,33.79624017,0.423667442,,,,,,,,,,,,,,,,,,,,,,,test
SN2014dt,M61,PSNJ12215757+0428185,Ia-02cx,0.005224,,3,33524,'12:21:57.57,+04:28:18.5,0.05,0,"Brown_walker_2020,S_F_2011",12h21m54.9275s,4d28m25.5883s,284.3706957,66.275675,0.005224,SAB(rs)bc;HII  Sy2,1566,2,994,34,'2014-10-29,,done,,,,,,,,,,,,,,,,36.04776123,0.358168054,HF,,36.04776123,0.358168054,,,,,,,,,,,,,,,,,,,,,,,
SN2006X,NGC 4321,,Ia,0.00524,,22,,'12:22:53.93,+15:48:32.0,0.07,0.007,S_F_2011,12h22m54.9319s,15d49m20.2943s,271.13643,76.898288,0.00524,SAB(s)bc;LINER HII,1571,1,1026,37,'2006-02-04,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2017emq,UGC 5369,,Ia,0.005247,PS17dfh,9,,'10:00:18.570,+54:32:23.07,0.017,0.0017,S_F_2011,10h00m18.831s,54d32m19.1s,159.523369,48.622259,0.005247,S,1573,15,1978,24,'2017-06-03 06:33:07.000,,done,,,,,,,,,,,,,,,,32.88777812,0.50550218,HF,,32.88777812,0.50550218,,,,11,,,,,,,,,,,,,,,,,,,test
SN2018gv,NGC 2525,,Ia,0.005274,,29,,'08:05:34.610,-11:26:16.30,0.155,0.0155,S_F_2011,8h05m38.0399s,-11d25m37.3352s,231.851164,10.787606,0.005274,SB(s)c         HII,1581,5,1669,22,'2018-01-15 16:21:06.000,,done,,,,,,,,,,,,,,,,33.67699635,0.431060527,HF,,33.67699635,0.431060527,,,,,,,,,,,,,,,,,,,,,,,test
SN2017bzc,NGC 7552,,Ia,0.005365,,10,,'23:16:14.690,-42:34:10.90,0.03,0,"Brown_walker_2020,S_F_2011",23h16m10.767s,-42d35m05.39s,348.144769,-65.235868,0.005365,(R')SB(s)ab;HIILINER,1608,5,1640,12,'2017-03-07 05:16:28.000,'2016-11-08 10:42:00,done,,,,,,,,,,,,,,,,32.5454523,0.552808628,HF,,32.5454523,0.552808628,,,,,,,,,,,,,,,,,,,,,,,test
SN2017fzw,NGC 2217,,Ia-91bg,0.0054,,24,,'06:21:34.770,-27:12:53.51,0.115,0.0115,S_F_2011,6h21m39.7511s,-27d14m01.6563s,234.850442,-18.130684,0.0054,(R)SB(rs)0/a  LINER?,1619,5,1596,18,'2017-08-09 21:25:55.000,'2017-02-21 05:11:02,done,,,,,,,,,,,,,,,,32.5454523,0.552808628,HF,,32.5454523,0.552808628,,,,,,,,,,,,,,,,,,,,,,,test
SN2012fr,NGC 1365,PSNJ03333599-3607377,Ia,0.005457,,71,32614,'03:33:35.99,-36:07:37.7,0.03,0,"Brown_walker_2020,S_F_2011",3h33m36.458s,-36d08m26.37s,237.956197,-54.598032,0.005457,(R')SBb(s)b;HIISy1.8,1636,1,1566,12,'2012-10-27,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2007af,NGC 5584,,Ia,0.005464,,56,,'14:22:21.03,-00:23:37.6,0.105,0.0105,S_F_2011,14h22m23.811s,-0d23m14.82s,345.114111,54.8559,0.005464,SAB(rs)cd,1638,4,2013,26,'2007-03-01,,done,,,,,,,,,,,,,,,,33.78043224,0.426908102,HF,,33.78043224,0.426908102,,,,,,,,,,,,,,,,,,,,,,,test
SN2017drh,NGC 6384,,Ia,0.005554,DLT17aw,2,10085,'17:32:26.056,+07:03:47.38,0.331,0.0331,S_F_2011,17h32m24.302s,7d03m36.97s,30.260034,20.770689,0.005554,SAB(r)bc       LINER,1665,1,2128,18,'2017-05-03 13:55:12.000,'2017-05-01 08:45:36,done,,,,,,,,,,,,,,,,33.30063665,0.461383131,HF,,33.30063665,0.461383131,,,,7,,,,,,,,,,,,,,,,,,,
SN2014bv,NGC 4386,PSNJ12243098+7532086,Ia,0.005594,,15,,'12:24:30.98,+75:32:08.6,0.104,0.0104,S_F_2011,12h24m28.387s,75d31m44.2985s,125.17595,41.481717,0.005594,SAB0^0^:,1677,27,2089,32,'2014-06-18,,done,,,,,,,,,,,,,,,,31.37303399,0.815617423,HF,,31.37303399,0.815617423,,,,,,,,,,,,,,,,,,,,,,,test
ASASSN-17pg,,,Ia,0.005624,,9,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,34.71279594,0.382489804,HF,,34.71279594,0.382489804,,,,,,,,,,,,,,,,,,,,,,,test
SN2007sr,NGC 4038,,Ia,0.005688,,37,,'12:01:52.80,-18:58:21.7,0.11,0,"Brown_walker_2020,S_F_2011",12h01m53.002s,-18d52m03.32s,286.9586941,42.4619738,0.005477,SB(s)m pec,1642,12,1702,31,'2007-12-18,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018aoz,NGC3923,,Ia,0.005801,DLT18q,4,,'11:51:01.830,-28:44:38.63,0.227,0.0227,S_F_2011,11h51m01.783s,-28d48m22.36s,287.2755041,32.2225472,0.005801,E4-5,1739,9,1641,29,'2018-04-02_07:24:57.000,'2018-03-29_15:02:52,,,,,,,,,,,,,,,,,33.91624155,0.417527012,HF,,33.91624155,0.417527012,,,,,,,,,,,,,,,,,,,,,,,
SN2014ba,NGC 7410,PSNJ22550197-3939345,Ia-91bg,0.005841,,6,,'22:55:01.97,-39:39:34.5,0.032,0.0032,S_F_2011,22h55m00.945s,-39d39m40.93s,358.0213135,-62.8298634,0.005841,SB(s)a;LINER   Sy2,1751,28,1809,30,'2014-05-07,,done,,,,,,,,,,,,,,,,32.56127197,0.551838093,HF,,32.56127197,0.551838093,,,,0,,,,,,,,,,,,,,,,,,,test
SN2006mr,NGC 1316,,Ia,0.00587,,15,,'03:22:42.84,-37:12:28.5,0.056,0.0056,S_F_2011,3h22m41.789s,-37d12m29.52s,240.162919,-56.690021,0.005871,(R')SAB(s)0^0  LINER,1760,10,1694,16,'2006-11-05,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2006dd,NGC 1316,,Ia,0.00587,,23,,'03:22:41.64,-37:12:13.2,0.056,0.0056,S_F_2011,3h22m41.789s,-37d12m29.52s,240.162919,-56.690021,0.005871,  (R')SAB(s)0^0  LINER,1760,10,1694,16,'2006-06-19,,done,,,,,,,,,,,,,,,,33.91624155,0.417527012,HF,,33.91624155,0.417527012,,,,,,,,,,,,,,,,,,,,,,,test
SN2016hsc,,,Ia,0.006,OGLE16dha_Gaia16bql,10,,'06:32:25.16,-71:34:04.0,0.257,0.0257,S_F_2011,,,,,,,,,,,'2016-10-01 17:06:43.000,'2016-08-26 23:36:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2017erp,NGC 5861,,Ia,0.006174,,6,,'15:09:14.803,-11:20:02.76,0.289,0.0289,S_F_2011,15h09m16.091s,-11d19m17.98s,348.526762,39.052991,0.006174,SAB(rs)c       HII,1851,1,2102,20,'2017-06-13 15:01:28.000,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
ASASSN-15hf,ESO 375-G41,,Ia,0.006178,,8,33743,'10:29:30.76,-35:15:35.2,0.266,0.0266,S_F_2011,10h29m31.007s,-35d15m35.45s,272.813145,19.180255,0.006178,S0-,1852,37,1764,44,,,done,,,,,,,,,,,,,,,,35.32254992,0.367281287,HF,,35.32254992,0.367281287,,,,,,,,,,,,,,,,,,,,,,,test
SN2007bm,NGC 3672,,Ia,0.006211,,4,,'11:25:02.30,-09:47:53.8,0.11,0.011,S_F_2011,11h25m02.476s,-9d47m43.44s,270.422957,47.548979,0.006211,SA(s)c         HII,1862,4,2080,30,'2007-04-20,,done,,,,,,,,,,,,,,,,33.94241311,0.414814557,HF,,33.94241311,0.414814557,,,,,,,,,,,,,,,,,,,,,,,test
SN2005cf,MCG -01-39-03,,Ia,0.00646,,60,,'15:21:33.12,-07:26:57.1,0.263,0.0263,S_F_2011,15h21m33.377s,-7d26m51.65s,354.813636,39.846856,0.006461,S0 pec,1937,19,2378,23,'2005-05-28,,done,3,,,,,,,,,,,,,,,33.94241311,0.414814557,HF,,33.94241311,0.414814557,,,,,,,,,,,,,,,,,,,,,,,test
SN2011iv,NGC 1404,PSNJ03385135-3535320,Ia,0.006494,,36,,'03:38:51.35,-35:35:32.0,0.031,0.0031,S_F_2011,3h38m51.917s,-35d35m39.81s,236.955314,-53.554692,0.006494,NELG           ALG,1947,4,1886,13,'2011-12-02,,done,1.5,,,,,,,,,,,,,,,34.5472601,0.387178258,HF,,34.5472601,0.387178258,,,,,,,,,,,,,,,,,,,,,,,test
SN2007on,NGC 1404,,Ia,0.006494,,13,,'03:38:50.90,-35:34:30.0,0.031,0.0031,S_F_2011,3h38m51.917s,-35d35m39.81s,236.955314,-53.554692,0.006494,NELG           ALG,1947,4,1886,13,'2007-11-05,,done,,,,,,,,,,,,,,,,33.74793015,0.426886382,HF,,33.74793015,0.426886382,,,,,,,,,,,,,,,,,,,,,,,
ASASSN-15ga,NGC 4866,,Ia-99by,0.006631,,4,,'12:59:27.292,+14:10:15.79,0.074,0.0074,S_F_2011,12h59m27.14s,14d10m15.78s,311.539062,76.908649,0.006631,SB(rs)bc;HII   Sbrst,1988,5,1019,67,,,done,,,,,,,,,,,,,,,,31.84762537,0.689350338,HF,,31.84762537,0.689350338,,,,,,,,,,,,,,,,,,,,,,,
SN2011at,MCG -02-24-27,,Ia,0.006758,,13,,'09:28:57.56,-14:48:20.6,0.17,0,"Brown_walker_2020,S_F_2011",9h28m59.256s,-14d48m27.25s,247.09941,25.43229,0.006758,SB(s)d,2026,6,2174,27,'2011-03-10,,done,,,,,,,,,,,,,,,,34.13846144,0.404297265,HF,,34.13846144,0.404297265,,,,,,,,,,,,,,,,,,,,,,,
SN2011eh,NGC 3613,,Ia-91bg,0.006785,,14,,'11:18:31.56,+57:58:36.9,0.032,0.0032,S_F_2011,11h18m36.13s,57d59m59.73s,144.339591,55.100019,0.006841,E6,2051,5,2497,20,'2011-07-20,,done,,,,,,,,,,,,,,,,34.0388962,0.409280149,HF,,34.0388962,0.409280149,,,,,,,,,,,,,,,,,,,,,,,
SN2007ax,NGC 2577,,Ia-91bg,0.006861,,12,,'08:22:43.26,+22:33:16.9,0.12,0,"Brown_walker_2020,S_F_2011",8h22m43.45s,22d33m11.1408s,201.120318,29.582928,0.006878,S0-:,2062,5,2317,19,'2007-03-21,,done,,,,,,,,,,,,,,,,35.61903143,0.363349543,HF,,35.61903143,0.363349543,,,,,,,,,,,,,,,,,,,,,,,test
SN2017hjy,,,Ia,0.007,,13,,'02:36:02.560,+43:28:19.51,0.239,0.0239,S_F_2011,,,,,,,,,,,'2017-10-14 11:55:40.000,'2017-09-30 13:09:07,done,3,,,,,,,,12h19m51.1699s,-6d51m22.3992s,289.116696,55.166055,0.102,SB(s)bc: HII,20096dF...C...0000J,35.24393481,0.369799748,HF,,35.24393481,0.369799748,,,,,,,,,,,,,,,,,,,,,,,test
ASASSN-17fk,,,Ia,0.007,SN2017dhr,1,,,,,,,,,,,,,2142,5,2141,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASASSN-15so,NGC 3583,,Ia,0.007125,,18,,'11:14:11.037,+48:19:07.24,0.039,0.0039,S_F_2011,11h14m10.979s,48d19m06.16s,158.116481,61.629279,0.007125,SB(s)b,2136,6,2604,22,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2012Z,NGC 1309,,Ia-02cx,0.007125,,18,,'03:22:05.3964,-15:23:14.939,0.107,0.0107,S_F_2011,3h22m06.5558s,-15d23m59.7938s,202.201968,-53.156833,0.007125,SA(s)bc:       HII,2136,4,2063,8,'2012-01-29,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2010ih,NGC 2325,,Ia,0.007288,,8,,'07:02:43.63,-28:37:25.2,0.326,0.0326,S_F_2011,7h02m40.4027s,-28d41m50.0479s,239.9606761,-10.4103717,0.007288,E4,2185,22,2213,30,'2010-09-29,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2017jd,IC 5334,,Ia,0.007368,,3,,'23:34:36.470,-04:32:04.32,0.111,0.0111,S_F_2011,23h34m36.4277s,-4d32m03.3484s,80.510206,-60.910522,0.007368,(R')Sa?,2209,4,2245,14,'2017-01-09 05:08:09.000,,,,,faint_host,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2012hr,ESO 121-G26,PSNJ06213846-5942506,Ia,0.007562,,12,32653,'06:21:38.46,-59:42:50.6,0.121,0.0121,S_F_2011,6h21m38.7258s,-59d44m23.7787s,268.865191,-26.871361,0.007562,SB(rs)c,2267,4,2221,21,'2012-12-16,,done,,,,,,,,,,,,,,,,36.22824867,0.356071318,HF,,36.22824867,0.356071318,,,,,,,,,,,,,,,,,,,,,,,test
SN2007cv,IC 2597,,Ia,0.007562,,21,,'10:37:45.4,-27:04:57,0.19,0.019,S_F_2011,10h37m47.344s,-27d04m52.46s,269.550524,26.991627,0.007562,E+4,2267,12,2281,28,'2007-06-29,,done,3,all6,,,,,,,11h51m01.694s,-28d48m21.66s,287.2755041,32.2225472,0.222,E4-5,Kaldare_etal_2003,31.64,0.14,SBF,2013AJ....146...86T,31.91483543,0.672240647,,,,17,,,,31.64,0.14,2013AJ....146...86T,,,,,,,,,,,,,test
SN2015dc,,,Ia?,0.007562,MASTERJ103747.94-270507.2,2,,,,,,,,,,,,,2267,12,2281,28,'2015-10-20 02:14:34.000,'2015-07-18 17:45:36,done,2,,,,,,,,,,,,,,,33.79098364,0.423833363,HF,,33.79098364,0.423833363,,,,4,,,,,,,,,,,,,,,,,,,test
SN2015I,NGC 2357,PSNJ07174570+2320406,Ia,0.0076,,7,33767,'07:17:45.70,+23:20:40.6,0.15,0,"Brown_walker_2020,S_F_2011",7h17m40.981s,23d21m24.28s,194.440915,15.910809,0.007589,Sc,2275,2,2444,12,'2015-05-02,,done,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2005am,NGC 2811,,Ia,0.0079,,76,,'09:16:12.47,-16:18:16.0,0.12,0,"Brown_walker_2020,S_F_2011",9h16m11.1s,-16d18m45.78s,246.208346,22.100788,0.007899,SB(rs)a,2368,29,2531,39,'2005-02-22,,done,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2008Q,NGC 524,,Ia,0.007935,,16,,'01:24:57.23,+09:33:01.5,0.222,0.0222,S_F_2011,1h24m47.707s,9d32m19.65s,136.505581,-52.451554,0.008016,SA(rs)0+,2403,5,2344,15,'2008-01-26,,done,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2013cg,NGC 2891,PSNJ09265677-2446596,Ia,0.007952,,12,32820,'09:26:56.77,-24:46:59.6,0.233,0.0233,S_F_2011,9h26m56.6229s,-24d46m58.7931s,254.77478,18.421799,0.007952,SA0-:,2384,16,2485,30,'2013-05-06,,done,4,,,,,,,,,,,,,,,32.64315537,0.53827632,HF,,32.64315537,0.53827632,,,,,,,,,,,,,,,,,,,,,,,test
SN2017fgc,NGC 0474,,Ia,0.008,DLT17bx,26,,'01:20:14.440,+03:24:09.96,0.092,0.0092,S_F_2011,1h20m06.696s,3d24m54.97s,136.797627,-58.682275,0.007722,(R')SA(s)0^0^,2315,5,2258,14,'2017-07-11 11:15:21.000,'2017-07-08 06:59:02,done,20,,,,,,,,,,,,,,,33.09532165,0.481815333,HF,,33.09532165,0.481815333,,,,,,,,,,,,,,,,,,,,,,,test
SN2018yu,NGC 1888,,Ia,0.008112,,16,,'05:22:32.360,-11:29:13.87,0.408,0.0408,S_F_2011,5h22m34.442s,-11d29m58.34s,213.467661,-24.875775,0.008112,SB(s)c pec,2432,5,2418,12,'2018-03-01 05:21:07.000,'2018-02-27 14:47:02,done,5,,,,,,,,,,,,,,,30.55575226,1.130260557,HF,,30.55575226,1.130260557,,,,,,,,,,,,,,,,,,,,,,,test
SN2017gxq,NGC 4964,,Ia,0.008406,,,,'13:05:24.010,+56:19:27.05,0.05,0.005,S_F_2011,13h05m24.873s,56d19m21.64s,118.97233,60.697981,0.008406,Sa,2520,44,3015,48,'2017-09-17 10:52:19.000,'2017-07-31 05:13:55,,4,,,,,,,,,,,,,,,32.88857572,0.505520867,HF,,32.88857572,0.505520867,,,,,,,,,,,,,,,,,,,,,,,test
PTF10icb,MCG +10-19-01,,Ia,0.008606,,15,31734,'12:54:49.16,+58:52:55.1,0.025,0,"Brown_walker_2020,S_F_2011",12h54m49.706s,58d52m56.46s,122.099341,58.240536,0.008606,,2580,21,3058,28,,,done,3,,,,,,,,,,,,,,,33.12770544,0.478437243,HF,,33.12770544,0.478437243,,,,,,,,,,,,,,,,,,,,,,,test
